SO2,CO,PM10,No2,O3,PM2.5
2,5,31,45,40,62
2,5,31,45,17,62
20,5,31,43,58,58
2,5,31,43,35,58
8,5,31,43,35,43
2,5,31,43,34,68
2,5,31,43,28,51
2,5,31,43,23,78
8,5,31,42,118,36
2,5,31,42,45,53
2,5,31,42,44,43
5,5,31,42,37,53
2,5,31,42,28,63
2,5,31,40,104,58
15,5,31,40,43,37
2,5,31,40,34,62
8,5,31,38,64,57
5,5,31,38,61,66
5,5,31,38,51,53
5,5,31,38,41,69
5,5,31,38,29,64
5,5,31,37,51,63
5,5,31,37,47,68
2,5,31,35,49,58
5,5,31,35,40,52
5,5,31,35,37,59
5,5,31,35,21,65
10,5,31,33,80,61
2,5,31,33,43,71
2,5,31,33,41,42
5,5,31,33,38,53
5,5,31,33,36,59
0,5,31,33,35,46
8,5,31,32,77,62
18,5,31,32,71,53
5,5,31,32,51,60
2,5,31,32,50,39
2,5,31,30,108,69
5,5,31,28,71,68
5,5,31,28,43,65
8,5,31,28,41,48
2,5,31,28,30,78
5,5,31,28,27,30
10,5,31,27,47,67
2,5,31,27,38,59
2,5,31,27,35,52
8,5,31,27,27,55
2,5,31,25,64,46
8,5,31,25,48,43
2,5,31,25,29,36
5,5,31,23,77,54
5,5,31,22,49,56
8,5,31,22,48,34
8,5,31,22,35,29
8,5,31,20,74,35
2,5,31,20,42,70
2,5,31,18,38,67
5,5,31,13,108,60
5,5,30,63,47,60
2,5,30,55,40,38
5,5,30,55,38,41
5,5,30,52,49,60
95,5,30,52,44,42
5,5,30,52,39,58
2,5,30,52,31,53
15,5,30,52,27,41
2,5,30,51,108,47
5,5,30,51,47,44
2,5,30,51,42,58
2,5,30,51,42,50
0,5,30,50,49,58
5,5,30,50,37,53
5,5,30,48,67,53
12,5,30,47,61,42
2,5,30,47,54,67
5,5,30,47,47,53
8,5,30,47,44,58
12,5,30,45,77,50
12,5,30,45,58,69
15,5,30,45,58,56
2,5,30,45,51,52
2,5,30,45,45,60
2,5,30,45,41,35
2,5,30,45,40,46
8,5,30,43,44,55
5,5,30,43,35,52
2,5,30,43,32,49
5,5,30,43,27,56
5,5,30,42,77,60
5,5,30,42,77,65
2,5,30,42,71,56
2,5,30,42,58,69
2,5,30,42,48,48
2,5,30,42,47,58
2,5,30,42,42,42
2,5,30,42,37,69
5,5,30,40,44,75
5,5,30,38,104,51
5,5,30,38,71,63
5,5,30,38,31,66
2,5,30,38,30,51
5,5,30,38,23,65
2,5,30,37,51,48
5,5,30,37,40,61
0,5,30,37,36,46
5,5,30,37,35,55
5,5,30,37,34,60
0,5,30,35,50,58
10,5,30,35,50,71
2,5,30,35,40,33
0,5,30,35,20,63
0,5,30,33,64,53
2,5,30,33,37,51
5,5,30,32,90,56
2,5,30,32,49,49
2,5,30,32,27,44
5,5,30,30,50,62
2,5,30,30,35,42
12,5,30,30,27,41
5,5,30,30,18,33
5,5,30,28,67,77
38,5,30,27,90,54
2,5,30,27,49,63
10,5,30,27,44,50
2,5,30,25,54,69
2,5,30,25,46,48
5,5,30,25,45,54
2,5,30,25,41,63
5,5,30,25,28,28
8,5,30,25,28,60
5,5,30,23,44,44
15,5,30,22,77,62
5,5,30,22,33,51
2,5,30,20,115,62
2,5,30,20,48,42
8,5,30,20,37,53
5,5,30,18,77,67
2,5,30,18,45,64
2,5,30,18,43,64
8,5,30,18,31,46
2,5,30,17,90,68
0,5,30,15,41,53
2,5,30,13,54,44
5,5,30,13,35,72
10,5,30,12,122,56
2,5,30,10,54,65
5,5,29,60,41,47
5,5,29,58,42,57
5,5,29,57,44,37
5,5,29,55,40,52
10,5,29,54,41,57
0,5,29,54,37,58
2,5,29,54,28,50
2,5,29,53,51,59
10,5,29,52,71,59
8,5,29,52,47,52
2,5,29,52,40,47
2,5,29,48,84,35
20,5,29,48,58,54
18,5,29,48,30,26
8,5,29,47,67,69
8,5,29,47,37,56
10,5,29,45,84,65
12,5,29,45,61,59
2,5,29,43,93,52
8,5,29,43,47,64
2,5,29,43,31,61
2,5,29,42,64,58
2,5,29,42,64,57
2,5,29,42,46,53
2,5,29,42,46,48
8,5,29,42,31,68
5,5,29,42,22,62
8,5,29,42,16,40
2,5,29,40,44,54
5,5,29,38,74,45
20,5,29,38,51,44
38,5,29,38,43,44
2,5,29,38,42,50
5,5,29,38,40,58
2,5,29,38,39,39
8,5,29,38,37,56
2,5,29,38,34,55
2,5,29,38,27,55
0,5,29,38,16,55
2,5,29,37,50,57
5,5,29,37,48,65
8,5,29,37,44,65
2,5,29,37,31,55
5,5,29,37,31,62
8,5,29,35,87,54
18,5,29,35,49,63
5,5,29,35,46,47
5,5,29,35,46,54
18,5,29,35,34,55
15,5,29,33,61,60
2,5,29,33,58,65
2,5,29,33,47,48
5,5,29,33,47,51
8,5,29,33,47,61
8,5,29,33,44,59
5,5,29,32,44,53
2,5,29,32,38,61
5,5,29,32,36,45
5,5,29,30,51,66
2,5,29,30,45,63
2,5,29,30,36,35
8,5,29,30,33,56
12,5,29,28,80,40
8,5,29,28,49,59
5,5,29,28,35,60
2,5,29,27,51,71
2,5,29,27,38,50
5,5,29,27,28,48
5,5,29,25,97,45
5,5,29,25,40,61
2,5,29,25,35,53
2,5,29,25,31,67
8,5,29,23,84,68
2,5,29,23,46,58
2,5,29,22,51,55
2,5,29,22,40,53
2,5,29,22,19,59
8,5,29,20,44,67
2,5,29,20,35,72
2,5,29,17,49,55
2,5,29,15,42,64
10,5,28,63,39,46
12,5,28,59,45,64
2,5,28,56,41,41
5,5,28,55,50,55
8,5,28,55,43,63
5,5,28,55,40,48
5,5,28,54,46,62
12,5,28,53,48,64
12,5,28,52,154,42
8,5,28,52,58,62
2,5,28,51,67,38
5,5,28,51,27,40
10,5,28,50,122,53
8,5,28,50,47,64
2,5,28,48,38,44
10,5,28,47,47,46
2,5,28,47,43,43
2,5,28,47,41,45
10,5,28,47,40,47
8,5,28,45,84,53
2,5,28,45,50,49
2,5,28,45,48,48
2,5,28,45,35,43
2,5,28,45,33,51
5,5,28,45,29,51
2,5,28,45,21,51
5,5,28,43,48,51
5,5,28,43,47,43
12,5,28,43,31,55
5,5,28,43,28,46
2,5,28,43,24,55
5,5,28,43,17,66
5,5,28,42,126,49
0,5,28,42,48,38
2,5,28,40,50,57
5,5,28,40,45,44
5,5,28,40,34,56
2,5,28,40,30,44
5,5,28,38,84,46
2,5,28,38,44,37
5,5,28,38,39,66
5,5,28,38,39,57
18,5,28,38,30,43
5,5,28,37,54,44
8,5,28,37,51,55
2,5,28,37,44,59
2,5,28,37,41,62
2,5,28,37,34,58
2,5,28,35,101,45
8,5,28,35,49,45
5,5,28,35,48,62
5,5,28,35,45,54
5,5,28,35,45,53
2,5,28,35,44,43
2,5,28,35,44,48
2,5,28,35,40,36
5,5,28,35,27,69
10,5,28,35,27,77
5,5,28,33,61,55
5,5,28,33,50,43
2,5,28,33,44,65
8,5,28,33,43,46
2,5,28,33,40,46
8,5,28,33,40,50
5,5,28,32,54,63
2,5,28,32,47,56
5,5,28,30,49,38
2,5,28,30,48,61
2,5,28,30,42,62
2,5,28,30,37,41
10,5,28,28,58,63
5,5,28,28,47,71
2,5,28,28,45,39
5,5,28,28,44,67
8,5,28,28,40,72
5,5,28,27,44,69
2,5,28,27,37,43
2,5,28,25,48,59
2,5,28,25,27,44
2,5,28,23,49,53
2,5,28,23,42,46
5,5,28,23,38,62
2,5,28,23,33,47
5,5,28,23,27,54
18,5,28,23,17,35
5,5,28,22,61,61
2,5,28,22,49,58
0,5,28,22,41,61
0,5,28,22,37,38
5,5,28,22,28,64
10,5,28,20,58,49
2,5,28,20,35,39
2,5,28,17,46,58
8,5,27,59,34,44
18,5,27,57,49,59
10,5,27,55,50,55
18,5,27,55,39,43
2,5,27,53,16,38
5,5,27,52,49,51
0,5,27,52,37,55
2,5,27,52,32,51
12,5,27,52,29,37
8,5,27,51,44,47
5,5,27,50,48,60
2,5,27,48,61,41
2,5,27,48,46,43
2,5,27,48,43,48
5,5,27,47,126,42
2,5,27,47,47,47
10,5,27,47,45,56
2,5,27,47,40,42
12,5,27,47,38,46
2,5,27,47,35,38
5,5,27,47,29,42
2,5,27,45,61,66
2,5,27,45,48,58
2,5,27,45,45,55
2,5,27,45,40,57
12,5,27,43,43,47
5,5,27,43,42,30
8,5,27,43,41,39
0,5,27,43,40,33
2,5,27,43,39,49
0,5,27,43,36,41
2,5,27,43,36,43
2,5,27,43,22,51
2,5,27,42,61,40
5,5,27,42,50,67
5,5,27,42,50,40
15,5,27,42,50,53
5,5,27,42,40,53
5,5,27,42,39,48
32,5,27,42,38,52
2,5,27,42,31,46
2,5,27,42,31,49
8,5,27,40,50,60
5,5,27,40,34,60
5,5,27,38,48,53
2,5,27,38,43,41
2,5,27,38,37,46
2,5,27,38,30,34
5,5,27,37,64,44
2,5,27,37,49,40
2,5,27,37,36,47
10,5,27,35,108,40
2,5,27,35,84,40
5,5,27,35,50,59
0,5,27,35,39,49
2,5,27,35,27,43
5,5,27,33,43,53
2,5,27,33,31,51
5,5,27,32,80,62
8,5,27,32,49,56
2,5,27,32,41,33
2,5,27,32,37,39
2,5,27,32,35,43
2,5,27,32,23,60
2,5,27,30,45,53
2,5,27,28,48,52
5,5,27,27,58,65
2,5,27,27,40,42
2,5,27,27,38,57
8,5,27,27,36,46
10,5,27,27,28,46
8,5,27,23,61,64
0,5,27,23,26,56
8,5,27,22,30,30
2,5,27,18,140,61
0,5,27,18,39,47
2,5,27,18,22,27
2,5,27,17,74,51
5,5,27,17,48,36
2,5,27,13,33,43
2,5,27,12,48,53
5,5,26,57,47,51
5,5,26,56,25,59
2,5,26,55,20,34
2,5,26,54,43,46
5,5,26,52,64,43
8,5,26,52,41,41
10,5,26,51,87,53
2,5,26,51,38,57
2,5,26,51,34,68
5,5,26,51,32,53
8,5,26,50,34,42
5,5,26,48,61,35
8,5,26,47,93,28
2,5,26,47,61,55
5,5,26,47,48,37
0,5,26,47,42,44
5,5,26,47,42,49
2,5,26,47,38,57
8,5,26,47,33,55
8,5,26,45,50,44
18,5,26,45,41,60
2,5,26,45,39,31
5,5,26,43,46,38
5,5,26,43,31,22
8,5,26,42,118,29
5,5,26,42,42,26
5,5,26,42,35,47
8,5,26,40,126,56
2,5,26,40,44,57
0,5,26,40,38,29
0,5,26,40,36,33
2,5,26,40,31,31
8,5,26,38,42,24
8,5,26,38,31,70
10,5,26,38,24,48
10,5,26,37,74,46
5,5,26,37,67,51
10,5,26,37,58,46
0,5,26,37,40,40
2,5,26,37,38,
20,5,26,37,38,48
10,5,26,37,37,55
8,5,26,37,36,54
2,5,26,37,33,52
2,5,26,35,71,35
2,5,26,35,58,44
8,5,26,35,51,52
2,5,26,35,46,58
5,5,26,35,45,62
18,5,26,35,25,46
2,5,26,33,36,36
5,5,26,33,24,48
2,5,26,32,54,36
0,5,26,32,39,33
5,5,26,32,28,54
8,5,26,32,27,41
2,5,26,32,22,73
5,5,26,30,87,47
5,5,26,30,51,46
0,5,26,30,45,46
2,5,26,30,23,64
8,5,26,28,77,55
2,5,26,28,61,60
5,5,26,28,47,58
8,5,26,27,33,49
28,5,26,27,28,56
2,5,26,27,21,32
12,5,26,25,58,51
2,5,26,25,44,65
0,5,26,25,43,35
5,5,26,25,39,45
5,5,26,25,36,54
2,5,26,25,33,56
2,5,26,23,43,53
2,5,26,22,54,34
2,5,26,22,49,45
2,5,26,22,43,63
5,5,26,20,34,57
2,5,26,18,40,43
5,5,26,15,44,62
0,5,26,15,38,52
2,5,26,15,24,68
5,5,26,13,36,69
2,5,26,12,33,62
8,5,25,61,41,49
2,5,25,58,30,52
5,5,25,55,35,31
5,5,25,55,19,46
2,5,25,54,44,40
5,5,25,54,37,38
5,5,25,52,44,37
0,5,25,50,37,38
5,5,25,48,37,37
8,5,25,48,32,38
5,5,25,47,122,50
2,5,25,47,47,39
2,5,25,47,44,24
28,5,25,47,21,26
25,5,25,47,16,49
2,5,25,45,44,48
5,5,25,45,40,32
2,5,25,45,34,41
2,5,25,45,33,44
5,5,25,43,58,47
2,5,25,43,54,45
5,5,25,43,51,53
30,5,25,43,47,57
0,5,25,43,41,33
8,5,25,43,40,41
0,5,25,43,38,29
2,5,25,43,37,28
8,5,25,42,39,38
5,5,25,42,36,57
5,5,25,42,36,44
5,5,25,42,34,55
8,5,25,42,27,60
5,5,25,40,48,58
2,5,25,40,44,52
8,5,25,40,44,43
0,5,25,40,41,55
5,5,25,40,23,43
2,5,25,38,90,46
2,5,25,38,74,29
2,5,25,38,46,43
2,5,25,38,45,43
2,5,25,38,34,50
0,5,25,38,30,33
10,5,25,37,50,44
2,5,25,37,49,39
2,5,25,37,39,57
2,5,25,37,32,35
2,5,25,37,30,31
2,5,25,35,39,42
2,5,25,35,37,31
2,5,25,35,21,57
0,5,25,35,19,53
8,5,25,33,97,40
10,5,25,33,50,45
5,5,25,33,42,34
2,5,25,33,19,32
5,5,25,32,54,39
5,5,25,32,47,44
2,5,25,32,30,45
2,5,25,30,48,46
2,5,25,30,35,44
5,5,25,30,31,32
2,5,25,30,30,41
2,5,25,30,28,31
5,5,25,30,27,54
2,5,25,28,47,72
2,5,25,28,46,55
2,5,25,28,45,60
2,5,25,28,44,57
2,5,25,27,49,56
5,5,25,27,28,44
5,5,25,27,26,33
8,5,25,27,25,43
2,5,25,25,64,61
5,5,25,25,42,33
12,5,25,25,40,42
2,5,25,25,39,48
2,5,25,25,37,42
5,5,25,25,36,53
2,5,25,25,28,39
5,5,25,25,22,24
5,5,25,22,26,46
5,5,25,20,38,56
2,5,25,20,28,29
2,5,25,18,49,34
5,5,25,18,35,30
2,5,25,17,37,56
5,5,25,12,42,56
0,5,25,7,50,49
10,5,24,60,32,39
0,5,24,57,39,33
8,5,24,55,40,38
5,5,24,55,28,40
5,5,24,53,129,37
2,5,24,53,58,29
8,5,24,53,43,57
5,5,24,53,37,40
10,5,24,52,50,58
10,5,24,52,48,47
2,5,24,52,41,35
2,5,24,52,34,32
5,5,24,52,34,51
5,5,24,52,30,54
0,5,24,50,41,42
5,5,24,50,31,54
2,5,24,48,47,40
0,5,24,48,45,38
2,5,24,48,42,43
2,5,24,48,31,60
5,5,24,48,30,55
5,5,24,48,25,38
15,5,24,47,64,46
12,5,24,47,42,54
0,5,24,47,35,31
12,5,24,47,31,52
2,5,24,47,24,34
0,5,24,45,48,39
2,5,24,45,38,30
8,5,24,45,38,36
5,5,24,45,35,30
2,5,24,45,34,36
2,5,24,45,15,63
5,5,24,43,64,49
2,5,24,43,44,40
10,5,24,43,41,38
5,5,24,43,18,54
2,5,24,42,24,45
5,5,24,40,90,38
2,5,24,40,54,66
5,5,24,40,49,40
2,5,24,40,47,54
5,5,24,40,36,54
2,5,24,40,22,49
0,5,24,38,47,36
2,5,24,38,20,57
5,5,24,37,51,41
2,5,24,37,47,44
2,5,24,37,39,40
2,5,24,37,36,36
12,5,24,37,31,54
5,5,24,37,27,40
2,5,24,37,19,26
2,5,24,35,71,38
8,5,24,35,50,49
2,5,24,35,27,64
12,5,24,35,27,48
2,5,24,33,50,40
2,5,24,33,37,49
2,5,24,32,34,40
2,5,24,32,29,45
2,5,24,30,80,45
8,5,24,30,40,49
2,5,24,30,35,48
5,5,24,30,31,43
2,5,24,30,23,56
5,5,24,28,77,47
2,5,24,28,35,52
2,5,24,28,30,38
2,5,24,25,54,32
0,5,24,25,40,52
5,5,24,25,35,56
2,5,24,23,61,52
2,5,24,23,36,45
2,5,24,23,31,49
5,5,24,23,28,43
2,5,24,22,39,31
5,5,24,22,37,71
2,5,24,22,22,67
2,5,24,20,118,56
2,5,24,20,54,33
2,5,24,20,35,41
0,5,24,17,54,55
5,5,24,17,34,40
0,5,24,15,47,37
2,5,24,13,40,53
5,5,24,10,46,58
5,5,23,62,31,48
5,5,23,57,35,34
5,5,23,55,48,42
10,5,23,54,32,44
0,5,23,52,41,51
2,5,23,51,50,29
0,5,23,51,45,28
8,5,23,51,44,57
2,5,23,51,23,45
10,5,23,50,47,61
2,5,23,50,39,56
5,5,23,50,31,45
5,5,23,50,13,49
10,5,23,47,80,44
2,5,23,47,48,37
2,5,23,47,47,34
12,5,23,47,44,52
18,5,23,47,44,33
5,5,23,47,43,39
2,5,23,47,38,28
2,5,23,45,37,43
5,5,23,45,28,34
2,5,23,43,71,40
2,5,23,43,41,36
5,5,23,43,39,33
2,5,23,43,32,46
2,5,23,43,26,36
5,5,23,42,47,38
2,5,23,42,44,38
2,5,23,42,38,34
2,5,23,42,21,34
5,5,23,40,44,31
10,5,23,40,39,39
0,5,23,40,37,29
8,5,23,40,28,46
5,5,23,38,93,48
5,5,23,38,80,37
5,5,23,38,49,40
8,5,23,38,48,59
8,5,23,38,44,37
2,5,23,38,37,34
5,5,23,38,33,29
2,5,23,37,49,54
2,5,23,37,47,50
2,5,23,37,47,31
2,5,23,37,44,48
2,5,23,37,41,37
2,5,23,37,26,34
5,5,23,35,93,40
2,5,23,35,46,56
8,5,23,33,58,40
5,5,23,33,54,60
5,5,23,33,50,42
22,5,23,33,44,48
2,5,23,33,39,45
12,5,23,33,35,58
2,5,23,33,33,30
2,5,23,33,32,29
5,5,23,33,27,41
5,5,23,33,26,50
5,5,23,32,51,49
2,5,23,32,46,61
5,5,23,32,37,30
5,5,23,32,35,56
5,5,23,32,31,39
5,5,23,30,97,32
8,5,23,30,67,42
5,5,23,30,42,18
2,5,23,30,33,44
8,5,23,28,51,54
2,5,23,28,47,47
2,5,23,28,38,56
2,5,23,28,34,58
2,5,23,28,31,67
0,5,23,28,30,26
8,5,23,28,22,39
5,5,23,27,44,43
8,5,23,27,37,51
2,5,23,25,39,52
5,5,23,25,27,51
2,5,23,23,44,54
2,5,23,23,25,29
2,5,23,22,44,55
5,5,23,22,40,59
5,5,23,22,31,44
2,5,23,20,47,44
2,5,23,20,26,54
32,5,23,18,61,45
2,5,23,17,40,52
2,5,23,15,35,48
2,5,23,12,47,52
2,5,23,12,23,62
2,5,23,8,30,46
8,5,22,59,36,30
5,5,22,58,40,38
8,5,22,56,42,35
5,5,22,55,43,36
0,5,22,55,37,51
5,5,22,54,51,51
2,5,22,54,39,44
2,5,22,53,27,39
2,5,22,52,74,30
15,5,22,52,43,28
5,5,22,52,40,25
8,5,22,52,29,40
5,5,22,51,42,55
2,5,22,51,26,41
8,5,22,50,44,41
5,5,22,50,22,50
2,5,22,48,44,30
5,5,22,48,41,35
2,5,22,47,49,34
5,5,22,47,45,46
2,5,22,47,41,43
2,5,22,47,37,39
15,5,22,47,31,33
25,5,22,47,30,38
8,5,22,45,47,34
5,5,22,45,41,24
5,5,22,45,23,32
5,5,22,43,49,36
2,5,22,43,39,25
2,5,22,43,29,54
2,5,22,43,27,27
5,5,22,42,58,41
2,5,22,42,48,34
2,5,22,42,45,22
2,5,22,40,54,54
18,5,22,40,44,27
5,5,22,40,41,33
2,5,22,40,34,51
5,5,22,40,28,62
2,5,22,40,22,39
10,5,22,38,54,38
5,5,22,38,44,39
10,5,22,38,31,
5,5,22,38,30,52
18,5,22,38,28,33
2,5,22,38,23,43
5,5,22,37,100,43
2,5,22,37,48,34
10,5,22,37,47,48
5,5,22,37,46,40
0,5,22,37,38,29
5,5,22,37,35,41
2,5,22,37,34,44
2,5,22,37,34,44
2,5,22,37,30,53
8,5,22,37,28,53
2,5,22,37,24,19
2,5,22,35,54,34
5,5,22,35,44,41
2,5,22,35,41,28
2,5,22,35,39,39
2,5,22,35,36,52
28,5,22,35,36,44
8,5,22,33,54,46
8,5,22,33,49,49
2,5,22,33,47,35
2,5,22,33,35,44
8,5,22,33,31,59
2,5,22,33,25,50
2,5,22,32,45,68
5,5,22,32,36,36
10,5,22,30,67,51
2,5,22,30,40,44
20,5,22,30,39,53
5,5,22,28,38,60
2,5,22,28,32,38
8,5,22,27,46,26
2,5,22,27,45,56
5,5,22,27,45,60
8,5,22,27,36,35
2,5,22,25,50,47
2,5,22,25,49,53
2,5,22,25,46,30
2,5,22,25,42,46
5,5,22,25,31,57
8,5,22,25,31,41
2,5,22,25,22,28
2,5,22,23,50,52
2,5,22,23,47,55
2,5,22,23,43,32
2,5,22,22,67,36
20,5,22,22,44,44
2,5,22,22,42,53
2,5,22,20,61,53
5,5,22,20,31,39
2,5,22,17,44,61
0,5,22,17,30,44
2,5,22,17,27,26
2,5,22,13,41,37
2,5,22,13,38,34
2,5,22,12,42,44
2,5,22,12,40,57
2,5,21,55,44,36
2,5,21,54,40,38
10,5,21,54,36,39
5,5,21,53,43,41
2,5,21,52,108,30
2,5,21,52,61,43
5,5,21,52,46,48
5,5,21,52,40,45
2,5,21,52,38,32
10,5,21,52,31,39
2,5,21,52,30,45
2,5,21,52,27,50
2,5,21,52,20,57
5,5,21,51,29,49
2,5,21,50,67,40
5,5,21,50,58,39
2,5,21,50,44,25
2,5,21,50,22,32
2,5,21,48,44,29
53,5,21,48,42,40
2,5,21,48,28,48
8,5,21,47,47,45
2,5,21,47,33,31
2,5,21,45,27,41
12,5,21,45,24,33
5,5,21,43,49,32
2,5,21,43,37,42
2,5,21,43,32,42
10,5,21,43,31,38
2,5,21,43,25,28
2,5,21,43,20,42
5,5,21,42,46,29
2,5,21,42,30,25
5,5,21,42,29,56
5,5,21,40,64,57
2,5,21,40,31,47
2,5,21,40,30,52
2,5,21,40,27,28
10,5,21,38,44,36
5,5,21,38,43,53
2,5,21,38,42,18
2,5,21,38,29,32
2,5,21,38,19,40
5,5,21,37,54,47
2,5,21,37,42,31
5,5,21,37,40,28
12,5,21,35,64,60
5,5,21,35,50,38
2,5,21,35,39,56
5,5,21,35,35,32
5,5,21,35,26,32
8,5,21,33,61,38
2,5,21,33,42,42
2,5,21,33,42,35
2,5,21,33,37,22
2,5,21,33,31,36
5,5,21,33,23,37
2,5,21,32,51,46
2,5,21,32,44,33
2,5,21,32,40,34
0,5,21,32,35,40
5,5,21,30,51,48
5,5,21,30,39,54
5,5,21,30,35,19
0,5,21,30,27,37
2,5,21,28,44,47
0,5,21,28,38,34
2,5,21,28,35,33
0,5,21,28,32,40
2,5,21,27,44,53
5,5,21,27,27,41
5,5,21,25,32,45
2,5,21,25,31,37
12,5,21,23,44,22
0,5,21,23,43,33
5,5,21,23,41,46
2,5,21,23,33,31
0,5,21,22,30,28
2,5,21,18,46,53
2,5,21,18,43,55
2,5,21,17,87,56
2,5,21,15,47,32
2,5,21,15,37,46
2,5,21,12,37,55
2,5,21,10,43,54
0,5,21,10,31,41
2,5,21,5,50,59
8,5,20,60,41,46
5,5,20,58,36,29
2,5,20,56,37,41
2,5,20,54,40,26
5,5,20,54,36,28
2,5,20,52,46,24
18,5,20,52,44,38
5,5,20,52,37,21
2,5,20,52,32,28
2,5,20,52,26,32
2,5,20,51,16,32
2,5,20,50,67,29
2,5,20,50,43,51
2,5,20,50,31,55
5,5,20,48,58,32
10,5,20,48,49,32
5,5,20,48,43,29
2,5,20,48,40,41
5,5,20,48,34,39
5,5,20,48,26,31
2,5,20,48,25,26
5,5,20,47,46,36
2,5,20,47,36,33
2,5,20,47,30,39
5,5,20,47,25,65
2,5,20,47,20,54
2,5,20,45,74,50
2,5,20,45,37,35
2,5,20,45,34,34
5,5,20,45,28,29
2,5,20,45,15,24
2,5,20,43,47,31
5,5,20,43,47,35
2,5,20,42,93,40
2,5,20,42,54,23
2,5,20,42,27,23
2,5,20,40,58,34
0,5,20,40,46,35
2,5,20,40,34,33
2,5,20,40,33,32
10,5,20,38,40,39
2,5,20,38,30,25
2,5,20,37,49,41
2,5,20,37,46,44
2,5,20,37,44,41
2,5,20,37,33,26
5,5,20,37,33,36
5,5,20,37,32,26
10,5,20,37,28,24
2,5,20,37,20,31
5,5,20,35,42,18
12,5,20,35,31,23
2,5,20,35,24,26
2,5,20,33,37,57
5,5,20,33,37,26
8,5,20,33,35,15
2,5,20,33,33,38
5,5,20,32,36,38
2,5,20,32,29,45
8,5,20,32,24,30
0,5,20,32,18,35
5,5,20,30,48,38
2,5,20,30,41,52
2,5,20,30,32,49
2,5,20,30,31,46
2,5,20,30,16,53
5,5,20,28,44,26
5,5,20,28,41,23
0,5,20,28,22,11
10,5,20,27,64,38
12,5,20,27,49,39
5,5,20,27,42,46
5,5,20,23,41,45
2,5,20,23,21,49
2,5,20,22,61,42
2,5,20,22,43,44
2,5,20,22,29,46
2,5,20,22,28,42
2,5,20,22,27,21
2,5,20,18,54,54
2,5,20,18,37,61
2,5,20,15,45,46
5,5,20,15,41,56
2,5,20,15,27,42
0,5,20,13,43,40
2,5,20,13,35,43
5,5,20,12,36,51
2,5,20,10,44,48
2,5,20,10,43,59
2,5,20,10,31,33
2,5,20,8,29,42
2,5,20,7,108,42
2,5,19,60,22,50
5,5,19,57,61,41
10,5,19,56,35,46
2,5,19,56,26,43
8,5,19,55,28,38
2,5,19,52,39,24
5,5,19,52,28,30
5,5,19,52,22,24
5,5,19,51,43,40
2,5,19,50,31,38
5,5,19,48,43,35
10,5,19,48,40,36
2,5,19,48,35,36
2,5,19,48,28,42
8,5,19,47,61,54
5,5,19,47,50,62
2,5,19,47,41,33
2,5,19,47,41,23
8,5,19,47,41,35
5,5,19,47,34,35
10,5,19,47,21,17
2,5,19,45,44,34
2,5,19,45,40,19
2,5,19,45,25,52
2,5,19,45,14,25
2,5,19,43,58,30
5,5,19,43,49,40
2,5,19,43,37,32
5,5,19,43,16,37
5,5,19,42,47,22
0,5,19,42,38,38
2,5,19,42,38,22
5,5,19,42,35,40
2,5,19,42,34,23
5,5,19,40,46,36
0,5,19,40,44,19
2,5,19,40,39,29
2,5,19,40,28,27
5,5,19,40,17,35
2,5,19,38,37,41
5,5,19,38,33,29
2,5,19,38,30,52
10,5,19,38,29,22
5,5,19,38,28,42
5,5,19,37,47,45
2,5,19,37,36,33
2,5,19,37,33,31
5,5,19,35,43,44
2,5,19,35,40,29
2,5,19,33,47,41
2,5,19,33,37,38
0,5,19,33,34,42
5,5,19,32,80,43
2,5,19,32,74,27
5,5,19,32,31,15
2,5,19,30,35,34
5,5,19,28,28,49
8,5,19,28,28,30
5,5,19,28,25,54
8,5,19,28,25,40
10,5,19,28,21,27
2,5,19,27,17,53
2,5,19,25,93,24
2,5,19,25,42,29
2,5,19,23,77,34
2,5,19,22,30,25
5,5,19,20,38,44
2,5,19,20,36,35
0,5,19,20,35,48
2,5,19,20,34,38
2,5,19,20,33,31
8,5,19,18,38,45
2,5,19,18,27,41
2,5,19,17,26,39
12,5,19,15,71,34
5,5,19,15,40,41
5,5,19,13,45,53
2,5,19,13,43,43
5,5,19,12,41,41
8,5,18,60,39,32
5,5,18,53,36,26
5,5,18,52,36,40
5,5,18,50,9,39
2,5,18,48,26,31
5,5,18,47,31,42
5,5,18,47,31,23
5,5,18,47,31,26
5,5,18,47,30,32
2,5,18,47,29,48
5,5,18,45,32,32
0,5,18,43,67,25
5,5,18,43,58,32
2,5,18,43,25,35
0,5,18,42,44,53
2,5,18,42,39,31
5,5,18,42,37,28
8,5,18,42,23,25
5,5,18,40,31,29
5,5,18,40,30,43
2,5,18,40,17,47
8,5,18,38,54,53
5,5,18,38,46,36
2,5,18,38,35,26
2,5,18,38,31,23
5,5,18,37,54,23
2,5,18,37,38,42
0,5,18,37,36,51
2,5,18,37,34,33
10,5,18,37,25,25
5,5,18,35,49,38
2,5,18,35,34,28
2,5,18,35,30,28
10,5,18,35,21,28
2,5,18,33,34,23
2,5,18,33,33,42
0,5,18,33,32,31
0,5,18,33,24,22
12,5,18,32,37,23
0,5,18,32,31,15
2,5,18,32,31,38
8,5,18,32,31,35
5,5,18,30,35,36
2,5,18,30,31,24
0,5,18,28,44,20
2,5,18,28,42,41
2,5,18,28,29,35
0,5,18,25,34,41
2,5,18,25,33,21
2,5,18,25,32,35
