pH,Cond,Turb,SS,class
8.15,252,2,2.8,0
9.54,201,2,2.8,0
9.54,201,2,2.8,0
8.35,452,1.9,2.8,0
8.57,371,1.9,2.8,0
8.3,357,1.9,2.8,0
8.68,276,1.9,2.8,0
8.5,264,1.9,2.8,0
9.4,163,1.9,2.8,0
8.46,144,1.9,2.8,0
8.7,434,1.8,2.8,0
8.53,381,1.8,2.8,0
8.7,361,1.8,2.8,0
8.31,361,1.8,2.8,0
8.31,361,1.8,2.8,0
8.78,360,1.8,2.8,0
8.47,298,1.8,2.8,0
8.7,280,1.8,2.8,0
8.6,242,1.8,2.8,0
8.44,230,1.8,2.8,0
8.44,230,1.8,2.8,0
8.22,204,1.8,2.8,0
8.46,466,1.7,2.8,0
8.39,396,1.7,2.8,0
8.39,396,1.7,2.8,0
8.71,389,1.7,2.8,0
8.62,309,1.7,2.8,0
8.62,309,1.7,2.8,0
8.21,307,1.7,2.8,0
8.21,307,1.7,2.8,0
8.31,268,1.7,2.8,0
8.75,260,1.7,2.8,0
8.75,260,1.7,2.8,0
8.5,244,1.7,2.8,0
8.8,241,1.7,2.8,0
8.88,221,1.7,2.8,0
8.88,221,1.7,2.8,0
8.9,210,1.7,2.8,0
8.39,122,1.7,2.8,0
8.5,1300,1.6,2.8,0
8.44,450,1.6,2.8,0
8.3,298,1.6,2.8,0
8.8,291,1.6,2.8,0
8.35,258,1.6,2.8,0
8.84,242,1.6,2.8,0
8.78,203,1.6,2.8,0
8.78,203,1.6,2.8,0
8.6,149,1.6,2.8,0
7.56,148,1.6,2.8,0
8.3,133,1.6,2.8,0
8.4,467,1.5,2.8,0
8.46,402,1.5,2.8,0
8.45,353,1.5,2.8,0
8.41,304,1.5,2.8,0
8.41,304,1.5,2.8,0
8.3,473,1.4,2.8,0
8.4,306,1.4,2.8,0
8.62,298,1.4,2.8,0
8.5,432,1.3,2.8,0
8.48,412,1.3,2.8,0
8.66,353,1.3,2.8,0
8.86,273,1.3,2.8,0
8.06,258,1.3,2.8,0
8.06,258,1.3,2.8,0
8.45,145,1.3,2.8,0
7.5,78,1.3,2.8,0
8.32,352,1.2,2.8,0
8.33,258,1.2,2.8,0
8.33,258,1.2,2.8,0
8.86,236,1.2,2.8,0
8.14,358,1.1,2.8,0
8.6,335,1.1,2.8,0
8.02,118,1.1,2.8,0
8.34,470,1,2.8,0
8.21,259,0.95,2.8,0
8.21,259,0.95,2.8,0
8.28,414,0.9,2.8,0
8.28,414,0.9,2.8,0
8.81,248,0.9,2.8,0
8.32,441,0.85,2.8,0
8.26,439,0.8,2.8,0
8.46,399,0.6,2.8,0
8.7,259,0.45,2.8,0
8.84,223,8.3,2.7,0
8.47,536,5.4,2.7,0
8.35,453,3.8,2.7,0
7.7,72,3.8,2.7,0
8.28,312,3.4,2.7,0
8.22,302,3.4,2.7,0
7.8,328,3.2,2.7,0
8.28,326,3.2,2.7,0
8.18,274,3.2,2.7,0
8.3,493,3.1,2.7,0
8.61,289,3.1,2.7,0
8.61,289,3.1,2.7,0
7.84,362,3,2.7,0
8.6,328,3,2.7,0
8.49,359,2.9,2.7,0
8.3,312,2.9,2.7,0
8.64,282,2.9,2.7,0
7.5,94,2.9,2.7,0
8.62,482,2.8,2.7,0
8.62,374,2.8,2.7,0
8.07,357,2.8,2.7,0
8.41,340,2.8,2.7,0
8.47,335,2.8,2.7,0
8.62,483,2.7,2.7,0
8.2,435,2.7,2.7,0
7.88,370,2.7,2.7,0
8.66,283,2.7,2.7,0
8,268,2.7,2.7,0
8.2,257,2.7,2.7,0
8.49,463,2.6,2.7,0
8.21,419,2.6,2.7,0
8.53,405,2.6,2.7,0
8.4,388,2.6,2.7,0
7.78,342,2.6,2.7,0
8.77,313,2.6,2.7,0
8.9,238,2.6,2.7,0
7.5,107,2.6,2.7,0
7.97,240,2.5,2.7,0
9,196,2.5,2.7,0
8.25,470,2.4,2.7,0
8.41,433,2.4,2.7,0
7.93,360,2.4,2.7,0
8.9,279,2.4,2.7,0
9.1,188,2.4,2.7,0
8.64,382,2.3,2.7,0
8.64,382,2.3,2.7,0
8.1,379,2.3,2.7,0
8.1,280,2.3,2.7,0
8.24,262,2.3,2.7,0
8.94,228,2.3,2.7,0
8.12,396,2.2,2.7,0
8.8,294,2.2,2.7,0
8.66,293,2.2,2.7,0
8.5,291,2.2,2.7,0
8.22,280,2.2,2.7,0
8.11,276,2.2,2.7,0
8.16,233,2.2,2.7,0
8.3,1010,2.1,2.7,0
8.3,449,2.1,2.7,0
8.3,449,2.1,2.7,0
8.46,438,2.1,2.7,0
8.56,434,2.1,2.7,0
8.35,410,2.1,2.7,0
8.33,407,2.1,2.7,0
8.33,407,2.1,2.7,0
8.76,356,2.1,2.7,0
8.4,277,2.1,2.7,0
7.92,270,2.1,2.7,0
8.4,258,2.1,2.7,0
8.84,241,2.1,2.7,0
8.82,234,2.1,2.7,0
8.1,92,2.1,2.7,0
7.3,74,2.1,2.7,0
8,563,2,2.7,0
8.48,449,2,2.7,0
8.39,402,2,2.7,0
8.33,360,2,2.7,0
8,357,2,2.7,0
8.25,352,2,2.7,0
8,320,2,2.7,0
8.5,290,2,2.7,0
8.61,248,2,2.7,0
8.61,248,2,2.7,0
8.8,234,2,2.7,0
8.32,414,1.9,2.7,0
8.32,414,1.9,2.7,0
8.35,371,1.9,2.7,0
8.42,368,1.9,2.7,0
8.17,354,1.9,2.7,0
8.87,304,1.9,2.7,0
8.87,302,1.9,2.7,0
8.54,288,1.9,2.7,0
8.4,269,1.9,2.7,0
8.18,250,1.9,2.7,0
8.84,232,1.9,2.7,0
8.84,232,1.9,2.7,0
9.1,79,1.9,2.7,0
8.27,469,1.8,2.7,0
8.63,414,1.8,2.7,0
8.55,327,1.8,2.7,0
8.66,321,1.8,2.7,0
8.32,255,1.8,2.7,0
7.98,222,1.8,2.7,0
8.27,426,1.7,2.7,0
8.27,426,1.7,2.7,0
8.65,400,1.7,2.7,0
8.48,387,1.7,2.7,0
8.45,387,1.7,2.7,0
8.64,282,1.7,2.7,0
7.91,268,1.7,2.7,0
7.91,268,1.7,2.7,0
8.74,245,1.7,2.7,0
8.74,245,1.7,2.7,0
9.02,198,1.7,2.7,0
8.5,316,1.6,2.7,0
8.4,258,1.6,2.7,0
8.94,216,1.6,2.7,0
8.94,216,1.6,2.7,0
8.37,462,1.5,2.7,0
7.9,363,1.5,2.7,0
8.52,320,1.5,2.7,0
8.52,320,1.5,2.7,0
8.48,434,1.4,2.7,0
7.5,295,1.4,2.7,0
9.2,77,1.4,2.7,0
8.54,390,1.2,2.7,0
8.34,356,1.2,2.7,0
7.9,82,1.2,2.7,0
8.47,376,1.1,2.7,0
8.47,376,1.1,2.7,0
8.24,438,0.8,2.7,0
8.79,267,0.4,2.7,0
8.38,408,0.3,2.7,0
7.95,223,5.7,2.6,0
8.22,337,4.5,2.6,0
9.08,229,4.4,2.6,0
8.22,362,4.2,2.6,0
8.6,442,4.1,2.6,0
8.6,249,3.8,2.6,0
8.5,382,3.7,2.6,0
8.77,337,3.7,2.6,0
8.2,536,3.6,2.6,0
8.43,305,3.6,2.6,0
9.04,230,3.5,2.6,0
7.94,218,3.4,2.6,0
7.94,218,3.4,2.6,0
8,584,3.3,2.6,0
8.12,269,3.3,2.6,0
7.2,217,3.3,2.6,0
8.53,476,3.2,2.6,0
8.8,246,3.2,2.6,0
8.98,232,3.2,2.6,0
7.3,230,3.2,2.6,0
8.26,424,3.1,2.6,0
8.24,324,3.1,2.6,0
8.13,269,3.1,2.6,0
8.38,292,3,2.6,0
8.1,286,3,2.6,0
8.1,273,3,2.6,0
8.32,492,2.9,2.6,0
8.72,425,2.9,2.6,0
8.49,403,2.9,2.6,0
8.49,403,2.9,2.6,0
8.5,326,2.9,2.6,0
8.56,308,2.9,2.6,0
8.56,308,2.9,2.6,0
8.44,277,2.9,2.6,0
8.28,271,2.9,2.6,0
8.7,264,2.9,2.6,0
8.82,222,2.9,2.6,0
8.42,406,2.8,2.6,0
8.34,403,2.8,2.6,0
8.42,399,2.8,2.6,0
8.3,396,2.8,2.6,0
8.49,380,2.8,2.6,0
8.56,366,2.8,2.6,0
8.56,366,2.8,2.6,0
8.4,326,2.8,2.6,0
8.48,304,2.8,2.6,0
7.89,298,2.8,2.6,0
8.06,290,2.8,2.6,0
8.3,277,2.8,2.6,0
9,255,2.8,2.6,0
8.92,229,2.8,2.6,0
8.28,492,2.7,2.6,0
8.54,376,2.7,2.6,0
8.57,303,2.7,2.6,0
8.7,270,2.7,2.6,0
8.84,248,2.7,2.6,0
9.22,234,2.7,2.6,0
8.08,215,2.7,2.6,0
8.08,215,2.7,2.6,0
8.08,214,2.7,2.6,0
8.08,214,2.7,2.6,0
7.56,77,2.7,2.6,0
9.02,1570,2.6,2.6,0
8,751,2.6,2.6,0
8.38,427,2.6,2.6,0
8.7,387,2.6,2.6,0
8.38,376,2.6,2.6,0
8.64,365,2.6,2.6,0
8.7,354,2.6,2.6,0
8.97,350,2.6,2.6,0
8.82,339,2.6,2.6,0
8.43,324,2.6,2.6,0
8.43,324,2.6,2.6,0
8.11,300,2.6,2.6,0
8.01,262,2.6,2.6,0
8.19,259,2.6,2.6,0
8.83,242,2.6,2.6,0
7.7,132,2.6,2.6,0
8.5,284,2.5,2.6,0
7.5,283,2.5,2.6,0
8.19,242,2.5,2.6,0
8.21,232,2.5,2.6,0
8.21,232,2.5,2.6,0
9.2,207,2.5,2.6,0
7.05,76,2.5,2.6,0
8.38,389,2.4,2.6,0
8.36,384,2.4,2.6,0
8.36,384,2.4,2.6,0
8.54,366,2.4,2.6,0
8.54,366,2.4,2.6,0
8.4,359,2.4,2.6,0
8.1,329,2.4,2.6,0
8.6,325,2.4,2.6,0
8.49,303,2.4,2.6,0
8.49,303,2.4,2.6,0
8.6,294,2.4,2.6,0
8.8,192,2.4,2.6,0
8.33,389,2.3,2.6,0
8.54,372,2.3,2.6,0
8.54,372,2.3,2.6,0
8.76,362,2.3,2.6,0
8.64,353,2.3,2.6,0
8.87,277,2.3,2.6,0
8.39,266,2.3,2.6,0
8.3,194,2.3,2.6,0
8.59,181,2.3,2.6,0
7.48,150,2.3,2.6,0
8.5,119,2.3,2.6,0
7.8,703,2.2,2.6,0
8.35,442,2.2,2.6,0
8.38,404,2.2,2.6,0
8.46,365,2.2,2.6,0
8.3,344,2.2,2.6,0
8.2,304,2.2,2.6,0
8.4,266,2.2,2.6,0
8.2,266,2.2,2.6,0
8.75,251,2.2,2.6,0
9.2,233,2.2,2.6,0
8.18,95,2.2,2.6,0
7.6,2940,2.1,2.6,0
8,450,2.1,2.6,0
8.54,437,2.1,2.6,0
8.06,432,2.1,2.6,0
8.6,399,2.1,2.6,0
8.35,381,2.1,2.6,0
8.44,293,2.1,2.6,0
8.75,292,2.1,2.6,0
8.1,284,2.1,2.6,0
8.1,284,2.1,2.6,0
8.44,276,2.1,2.6,0
8.44,276,2.1,2.6,0
8.18,206,2.1,2.6,0
9.1,186,2.1,2.6,0
8.6,2430,2,2.6,0
8.35,412,2,2.6,0
8.33,405,2,2.6,0
8.24,396,2,2.6,0
8.24,396,2,2.6,0
9.1,336,2,2.6,0
8.29,322,2,2.6,0
8.29,322,2,2.6,0
8.83,314,2,2.6,0
8.54,310,2,2.6,0
8.54,310,2,2.6,0
8.6,307,2,2.6,0
8.6,272,2,2.6,0
8.73,259,2,2.6,0
8.76,236,2,2.6,0
8.76,236,2,2.6,0
8.8,227,2,2.6,0
8.8,226,2,2.6,0
8.8,224,2,2.6,0
7.72,224,2,2.6,0
8.87,211,2,2.6,0
9.1,201,2,2.6,0
9,128,2,2.6,0
8,589,1.9,2.6,0
8.52,448,1.9,2.6,0
8.47,373,1.9,2.6,0
8.47,373,1.9,2.6,0
8.11,356,1.9,2.6,0
8.53,316,1.9,2.6,0
8.53,316,1.9,2.6,0
8.3,297,1.9,2.6,0
8.3,297,1.9,2.6,0
8.35,285,1.9,2.6,0
8.52,250,1.9,2.6,0
8.9,243,1.9,2.6,0
8.34,242,1.9,2.6,0
8.21,238,1.9,2.6,0
8.21,238,1.9,2.6,0
8.8,226,1.9,2.6,0
8.95,205,1.9,2.6,0
8.18,205,1.9,2.6,0
8.9,204,1.9,2.6,0
8.9,204,1.9,2.6,0
9.1,174,1.9,2.6,0
9.1,79,1.9,2.6,0
8.22,504,1.8,2.6,0
8.34,435,1.8,2.6,0
8.34,426,1.8,2.6,0
8.68,363,1.8,2.6,0
8.68,363,1.8,2.6,0
8.61,298,1.8,2.6,0
8.61,298,1.8,2.6,0
8.83,296,1.8,2.6,0
8.83,296,1.8,2.6,0
8.34,282,1.8,2.6,0
8.7,279,1.8,2.6,0
8.64,273,1.8,2.6,0
8.04,265,1.8,2.6,0
7.48,226,1.8,2.6,0
8.89,220,1.8,2.6,0
8.8,215,1.8,2.6,0
9.08,200,1.8,2.6,0
8.9,78,1.8,2.6,0
8.14,447,1.7,2.6,0
8.6,414,1.7,2.6,0
8.83,411,1.7,2.6,0
8.36,387,1.7,2.6,0
8.36,387,1.7,2.6,0
8.32,349,1.7,2.6,0
8.8,227,1.7,2.6,0
8.36,201,1.7,2.6,0
9.1,179,1.7,2.6,0
8.4,470,1.6,2.6,0
8.55,434,1.6,2.6,0
8.41,383,1.6,2.6,0
8.41,383,1.6,2.6,0
8.53,363,1.6,2.6,0
8.53,363,1.6,2.6,0
8.2,320,1.6,2.6,0
8.2,320,1.6,2.6,0
8.63,295,1.6,2.6,0
8.63,295,1.6,2.6,0
8.55,254,1.6,2.6,0
8.55,254,1.6,2.6,0
8.54,254,1.6,2.6,0
9.07,209,1.6,2.6,0
9.27,186,1.6,2.6,0
9.27,186,1.6,2.6,0
7.4,135,1.6,2.6,0
8.81,2000,1.5,2.6,0
7.88,494,1.5,2.6,0
7.88,494,1.5,2.6,0
8.67,326,1.5,2.6,0
8.77,297,1.5,2.6,0
8.8,241,1.5,2.6,0
8.38,195,1.5,2.6,0
7.09,124,1.5,2.6,0
7.24,117,1.5,2.6,0
7.3,75,1.5,2.6,0
8.3,408,1.4,2.6,0
8.63,403,1.4,2.6,0
8.56,385,1.4,2.6,0
8.4,353,1.4,2.6,0
8.64,298,1.4,2.6,0
7.78,126,1.4,2.6,0
8.54,398,1.3,2.6,0
8.13,366,1.3,2.6,0
8.5,315,1.3,2.6,0
8.32,262,1.3,2.6,0
7.4,75,1.3,2.6,0
8,71,1.3,2.6,0
8.36,464,1.2,2.6,0
8.6,266,1.2,2.6,0
8.06,262,1.2,2.6,0
7.3,78,1.2,2.6,0
8.36,212,1.1,2.6,0
7.99,169,1.1,2.6,0
8.62,360,1,2.6,0
8.62,360,1,2.6,0
8.5,252,1,2.6,0
8.62,351,0.95,2.6,0
8.78,275,0.9,2.6,0
8.48,397,0.8,2.6,0
8.49,377,0.7,2.6,0
8.49,377,0.7,2.6,0
8.72,89,3.9,2.5,0
8.96,321,3.4,2.5,0
8.47,360,3.3,2.5,0
8.5,429,3.2,2.5,0
8.77,331,3.2,2.5,0
8.34,301,3.2,2.5,0
8.28,512,3.1,2.5,0
8.46,312,3.1,2.5,0
8.94,233,3.1,2.5,0
8.58,417,2.9,2.5,0
8.6,397,2.9,2.5,0
8.17,310,2.9,2.5,0
8,296,2.9,2.5,0
8.48,419,2.8,2.5,0
8.61,395,2.8,2.5,0
8.31,387,2.8,2.5,0
8.31,387,2.8,2.5,0
8.3,491,2.7,2.5,0
8.74,348,2.7,2.5,0
8.68,339,2.7,2.5,0
8.4,319,2.7,2.5,0
8.4,319,2.7,2.5,0
8.7,312,2.7,2.5,0
8.7,312,2.7,2.5,0
8.1,271,2.7,2.5,0
8.34,270,2.7,2.5,0
8.8,268,2.7,2.5,0
7.3,228,2.7,2.5,0
8.09,214,2.7,2.5,0
8.09,214,2.7,2.5,0
8.54,412,2.6,2.5,0
8.35,373,2.6,2.5,0
8.4,345,2.6,2.5,0
9.36,304,2.6,2.5,0
7.52,175,2.6,2.5,0
8.5,420,2.5,2.5,0
8.26,391,2.5,2.5,0
8.38,379,2.5,2.5,0
8.48,376,2.5,2.5,0
8.4,362,2.5,2.5,0
8.07,246,2.5,2.5,0
8.52,400,2.4,2.5,0
8.6,301,2.4,2.5,0
8.6,301,2.4,2.5,0
7.4,262,2.4,2.5,0
8.2,3940,2.3,2.5,0
8.59,350,2.3,2.5,0
8.32,338,2.3,2.5,0
8.66,285,2.3,2.5,0
8.3,208,2.3,2.5,0
7.6,68,2.3,2.5,0
8.33,387,2.2,2.5,0
8.33,387,2.2,2.5,0
8.44,376,2.2,2.5,0
8.42,340,2.2,2.5,0
7.9,339,2.2,2.5,0
9.2,208,2.2,2.5,0
8.2,206,2.2,2.5,0
8.2,432,2.1,2.5,0
8.33,394,2.1,2.5,0
8.7,360,2.1,2.5,0
8.3,356,2.1,2.5,0
8.53,309,2.1,2.5,0
8.5,305,2.1,2.5,0
8.57,280,2.1,2.5,0
8.57,280,2.1,2.5,0
8.61,276,2.1,2.5,0
8.45,267,2.1,2.5,0
8.84,242,2.1,2.5,0
8.1,237,2.1,2.5,0
8.6,197,2.1,2.5,0
8.32,504,2,2.5,0
8.36,372,2,2.5,0
8.09,350,2,2.5,0
8.8,330,2,2.5,0
8,238,2,2.5,0
8.44,234,2,2.5,0
8.44,234,2,2.5,0
8.8,225,2,2.5,0
8.6,181,2,2.5,0
7.02,156,2,2.5,0
8.28,411,1.9,2.5,0
8.52,403,1.9,2.5,0
8.68,380,1.9,2.5,0
8.3,258,1.9,2.5,0
8.39,386,1.8,2.5,0
8.46,368,1.8,2.5,0
8.12,356,1.8,2.5,0
8.31,261,1.8,2.5,0
8.74,234,1.8,2.5,0
7.7,69,1.8,2.5,0
7.5,69,1.8,2.5,0
7.3,59,1.8,2.5,0
8.28,464,1.7,2.5,0
8.5,458,1.7,2.5,0
8.18,428,1.7,2.5,0
8.41,385,1.7,2.5,0
8.58,262,1.7,2.5,0
8.58,262,1.7,2.5,0
8.87,236,1.7,2.5,0
8.87,236,1.7,2.5,0
8.3,189,1.7,2.5,0
7.1,73,1.7,2.5,0
8.1,72,1.7,2.5,0
7.5,72,1.7,2.5,0
7.9,68,1.7,2.5,0
8.68,248,1.6,2.5,0
7.4,59,1.6,2.5,0
8.31,365,1.5,2.5,0
8.75,246,1.5,2.5,0
8.75,246,1.5,2.5,0
7,73,1.5,2.5,0
8,70,1.5,2.5,0
8,68,1.5,2.5,0
7.8,65,1.5,2.5,0
7.3,61,1.5,2.5,0
7.4,60,1.5,2.5,0
8.16,377,1.4,2.5,0
8.16,377,1.4,2.5,0
8.36,262,1.4,2.5,0
8.36,262,1.4,2.5,0
8.3,226,1.4,2.5,0
7.6,75,1.4,2.5,0
7.9,74,1.4,2.5,0
8.1,72,1.4,2.5,0
7.5,71,1.4,2.5,0
7.9,70,1.4,2.5,0
8.1,68,1.4,2.5,0
7.8,67,1.4,2.5,0
8.2,66,1.4,2.5,0
8,66,1.4,2.5,0
7.8,65,1.4,2.5,0
7.3,59,1.4,2.5,0
8.44,388,1.3,2.5,0
7.55,141,1.3,2.5,0
7.2,74,1.3,2.5,0
7.4,72,1.3,2.5,0
8.2,67,1.3,2.5,0
8.51,320,1.2,2.5,0
8.51,320,1.2,2.5,0
8,75,1.2,2.5,0
8.1,68,1.2,2.5,0
7.8,68,1.2,2.5,0
7.4,59,1.2,2.5,0
8.53,398,1.1,2.5,0
8.43,278,1.1,2.5,0
8.43,278,1.1,2.5,0
8.8,272,1.1,2.5,0
8.06,203,1.1,2.5,0
8.3,74,1.1,2.5,0
7.3,67,1.1,2.5,0
8.1,66,1.1,2.5,0
8,63,1.1,2.5,0
8.48,318,1,2.5,0
8.48,318,1,2.5,0
8,80,1,2.5,0
7,69,1,2.5,0
7,69,1,2.5,0
7.4,68,1,2.5,0
8,63,1,2.5,0
8.48,380,0.95,2.5,0
8.48,380,0.95,2.5,0
7.1,80,0.95,2.5,0
7.1,69,0.95,2.5,0
7.4,68,0.95,2.5,0
7.2,65,0.95,2.5,0
8.48,377,0.9,2.5,0
8.48,377,0.9,2.5,0
7.3,74,0.9,2.5,0
7,70,0.9,2.5,0
7.2,75,0.85,2.5,0
7,74,0.85,2.5,0
7.1,73,0.85,2.5,0
7.2,68,0.85,2.5,0
7.3,67,0.85,2.5,0
7.3,67,0.85,2.5,0
7.1,65,0.85,2.5,0
6.8,65,0.85,2.5,0
7.1,63,0.85,2.5,0
7.5,71,0.8,2.5,0
7.5,71,0.8,2.5,0
7.5,71,0.8,2.5,0
7.3,71,0.8,2.5,0
7.3,69,0.8,2.5,0
7,66,0.8,2.5,0
7.1,65,0.8,2.5,0
7.1,64,0.8,2.5,0
7.4,76,0.75,2.5,0
7.4,75,0.75,2.5,0
7.2,68,0.75,2.5,0
7.4,67,0.75,2.5,0
7,67,0.75,2.5,0
7.2,64,0.75,2.5,0
7,64,0.75,2.5,0
6.6,79,0.7,2.5,0
7.3,70,0.7,2.5,0
7.1,64,0.7,2.5,0
7.4,71,0.6,2.5,0
6.8,70,0.6,2.5,0
7.3,67,0.55,2.5,0
7.2,67,0.5,2.5,0
8.44,236,6.4,2.4,0
8.55,304,5.2,2.4,0
7.58,224,5.2,2.4,0
7.3,129,4.4,2.4,0
7.7,71,4.4,2.4,0
7.75,156,4.3,2.4,0
8.1,294,4.1,2.4,0
8.52,307,3.9,2.4,0
7.34,125,3.8,2.4,0
7.94,191,3.6,2.4,0
7.1,79,3.4,2.4,0
8.53,202,3.3,2.4,0
7.9,190,3.3,2.4,0
7.9,377,3.2,2.4,0
8.5,177,3.1,2.4,0
8.64,438,3,2.4,0
8.6,328,3,2.4,0
8.88,278,3,2.4,0
9.72,177,3,2.4,0
8.02,581,2.9,2.4,0
8.4,320,2.9,2.4,0
8.11,262,2.9,2.4,0
8.3,248,2.9,2.4,0
8.88,232,2.9,2.4,0
8.52,396,2.8,2.4,0
8.34,333,2.8,2.4,0
8.7,299,2.8,2.4,0
8.07,250,2.8,2.4,0
8.7,241,2.8,2.4,0
8.3,221,2.8,2.4,0
8.21,219,2.8,2.4,0
8.1,426,2.7,2.4,0
9.55,355,2.7,2.4,0
8.4,334,2.7,2.4,0
7.7,287,2.7,2.4,0
8.57,279,2.7,2.4,0
8.16,269,2.7,2.4,0
8.16,269,2.7,2.4,0
8.47,221,2.7,2.4,0
8.17,420,2.6,2.4,0
8.17,420,2.6,2.4,0
8.28,326,2.6,2.4,0
8.24,324,2.6,2.4,0
8.56,319,2.6,2.4,0
8.43,303,2.6,2.4,0
8.64,301,2.6,2.4,0
8.53,268,2.6,2.4,0
8.3,224,2.6,2.4,0
9.1,216,2.6,2.4,0
8.3,488,2.5,2.4,0
7.91,405,2.5,2.4,0
8.63,397,2.5,2.4,0
8.51,314,2.5,2.4,0
8.78,312,2.5,2.4,0
8.66,290,2.5,2.4,0
8.7,256,2.5,2.4,0
8.7,251,2.5,2.4,0
8.11,240,2.5,2.4,0
8.6,234,2.5,2.4,0
8.06,210,2.5,2.4,0
8.38,475,2.4,2.4,0
8.38,475,2.4,2.4,0
8.52,419,2.4,2.4,0
8.48,412,2.4,2.4,0
8.4,402,2.4,2.4,0
8.42,320,2.4,2.4,0
8.42,320,2.4,2.4,0
8.6,304,2.4,2.4,0
8.68,298,2.4,2.4,0
8.68,298,2.4,2.4,0
8.68,292,2.4,2.4,0
8.47,263,2.4,2.4,0
8.47,263,2.4,2.4,0
9.12,234,2.4,2.4,0
8.2,232,2.4,2.4,0
8.6,226,2.4,2.4,0
8.8,184,2.4,2.4,0
8.1,2230,2.3,2.4,0
8.24,498,2.3,2.4,0
8.66,366,2.3,2.4,0
8.52,357,2.3,2.4,0
8.78,352,2.3,2.4,0
8.6,344,2.3,2.4,0
8.2,343,2.3,2.4,0
8.54,330,2.3,2.4,0
8.77,320,2.3,2.4,0
8.7,310,2.3,2.4,0
8.8,255,2.3,2.4,0
9.03,210,2.3,2.4,0
7.32,210,2.3,2.4,0
9,78,2.3,2.4,0
8.5,685,2.2,2.4,0
8.2,417,2.2,2.4,0
8.32,415,2.2,2.4,0
8.66,408,2.2,2.4,0
8.82,313,2.2,2.4,0
8.57,312,2.2,2.4,0
8.57,312,2.2,2.4,0
8.56,304,2.2,2.4,0
8.2,226,2.2,2.4,0
9.1,189,2.2,2.4,0
7.18,153,2.2,2.4,0
8.54,138,2.2,2.4,0
8.28,440,2.1,2.4,0
8.36,402,2.1,2.4,0
8.88,324,2.1,2.4,0
8.88,324,2.1,2.4,0
8.5,320,2.1,2.4,0
8.5,320,2.1,2.4,0
8.5,308,2.1,2.4,0
8.6,294,2.1,2.4,0
8.02,279,2.1,2.4,0
8.02,279,2.1,2.4,0
8.2,272,2.1,2.4,0
7.86,271,2.1,2.4,0
7.96,245,2.1,2.4,0
7.3,87,2.1,2.4,0
8.56,421,2,2.4,0
8.33,374,2,2.4,0
8.54,371,2,2.4,0
8.62,337,2,2.4,0
8.54,328,2,2.4,0
8.4,318,2,2.4,0
8.47,292,2,2.4,0
8.47,292,2,2.4,0
8.2,258,2,2.4,0
8.92,209,2,2.4,0
8.98,206,2,2.4,0
7.64,160,2,2.4,0
8.56,152,2,2.4,0
7.8,79,2,2.4,0
8.18,522,1.9,2.4,0
8.46,454,1.9,2.4,0
8.45,403,1.9,2.4,0
8.45,403,1.9,2.4,0
8.48,357,1.9,2.4,0
8.54,326,1.9,2.4,0
7.68,297,1.9,2.4,0
8,287,1.9,2.4,0
8.77,279,1.9,2.4,0
7.62,197,1.9,2.4,0
8.18,498,1.8,2.4,0
8.47,401,1.8,2.4,0
8.5,371,1.8,2.4,0
8.6,364,1.8,2.4,0
8.6,364,1.8,2.4,0
8.5,346,1.8,2.4,0
8.2,325,1.8,2.4,0
8.2,325,1.8,2.4,0
8.75,294,1.8,2.4,0
8.75,294,1.8,2.4,0
8.8,264,1.8,2.4,0
8.8,264,1.8,2.4,0
8.64,250,1.8,2.4,0
8.42,466,1.7,2.4,0
8.12,352,1.7,2.4,0
8.45,350,1.7,2.4,0
8.58,295,1.7,2.4,0
7.97,251,1.7,2.4,0
8.95,212,1.7,2.4,0
8.38,455,1.6,2.4,0
8.32,442,1.6,2.4,0
8.32,442,1.6,2.4,0
8.4,375,1.6,2.4,0
8.44,345,1.6,2.4,0
9,215,1.6,2.4,0
9.1,143,1.6,2.4,0
8.37,115,1.6,2.4,0
8.9,79,1.6,2.4,0
8.22,527,1.5,2.4,0
8.3,386,1.5,2.4,0
8.3,386,1.5,2.4,0
8.62,283,1.5,2.4,0
8.33,283,1.5,2.4,0
9.2,179,1.5,2.4,0
9.2,179,1.5,2.4,0
8.4,75,1.5,2.4,0
8.38,408,1.4,2.4,0
8.38,408,1.4,2.4,0
8.32,403,1.4,2.4,0
8.18,365,1.4,2.4,0
8.16,365,1.4,2.4,0
8.23,346,1.4,2.4,0
8.49,280,1.4,2.4,0
8.49,280,1.4,2.4,0
8.55,206,1.4,2.4,0
8.06,202,1.4,2.4,0
8.44,118,1.4,2.4,0
7.86,110,1.4,2.4,0
8.2,942,1.3,2.4,0
8.32,411,1.3,2.4,0
8.32,411,1.3,2.4,0
8.31,264,1.3,2.4,0
7.76,261,1.3,2.4,0
9,227,1.3,2.4,0
8.47,206,1.3,2.4,0
7.65,117,1.3,2.4,0
8.32,99,1.3,2.4,0
8.32,99,1.3,2.4,0
7.7,77,1.3,2.4,0
8.34,352,1.2,2.4,0
8.72,212,1.2,2.4,0
8.33,469,1.1,2.4,0
8.42,421,1.1,2.4,0
8.32,364,1.1,2.4,0
8.01,203,1.1,2.4,0
7.9,74,1.1,2.4,0
7.48,328,4.1,2.3,0
7.94,248,3.8,2.3,0
7.94,248,3.8,2.3,0
7.8,72,3.4,2.3,0
7.93,250,3.2,2.3,0
