aqi,so2,co,no2,pm25,class
27,2,0,12,24,0
29,2,0,12,12,0
29,2,0,12,14,0
35,2,0,12,21,0
45,2,0,12,37,0
47,2,0,12,24,0
27,5,0,12,15,0
32,5,0,12,22,0
42,5,0,12,42,0
17,8,0,12,7,0
14,0,1,12,6,0
14,0,1,12,7,0
14,0,1,12,12,0
17,0,1,12,10,0
17,0,1,12,12,0
17,0,1,12,15,0
18,0,1,12,7,0
19,0,1,12,9,0
19,0,1,12,11,0
19,0,1,12,18,0
20,0,1,12,13,0
20,0,1,12,17,0
20,0,1,12,17,0
20,0,1,12,20,0
21,0,1,12,3,0
21,0,1,12,6,0
21,0,1,12,15,0
22,0,1,12,6,0
22,0,1,12,11,0
23,0,1,12,1,0
23,0,1,12,23,0
24,0,1,12,11,0
24,0,1,12,12,0
24,0,1,12,12,0
25,0,1,12,23,0
25,0,1,12,25,0
26,0,1,12,4,0
26,0,1,12,11,0
26,0,1,12,12,0
27,0,1,12,15,0
28,0,1,12,7,0
28,0,1,12,12,0
28,0,1,12,19,0
29,0,1,12,3,0
29,0,1,12,4,0
29,0,1,12,13,0
30,0,1,12,30,0
31,0,1,12,12,0
31,0,1,12,14,0
31,0,1,12,20,0
31,0,1,12,26,0
31,0,1,12,26,0
31,0,1,12,28,0
32,0,1,12,11,0
32,0,1,12,16,0
33,0,1,12,7,0
33,0,1,12,29,0
35,0,1,12,22,0
35,0,1,12,22,0
35,0,1,12,24,0
35,0,1,12,35,0
36,0,1,12,7,0
36,0,1,12,32,0
36,0,1,12,36,0
37,0,1,12,37,0
37,0,1,12,37,0
38,0,1,12,20,0
39,0,1,12,17,0
40,0,1,12,12,0
40,0,1,12,25,0
40,0,1,12,27,0
40,0,1,12,27,0
40,0,1,12,30,0
40,0,1,12,38,0
41,0,1,12,16,0
43,0,1,12,25,0
43,0,1,12,29,0
44,0,1,12,21,0
44,0,1,12,28,0
45,0,1,12,31,0
45,0,1,12,37,0
46,0,1,12,27,0
48,0,1,12,16,0
67,0,1,12,13,0
80,0,1,12,20,0
87,0,1,12,53,0
99,0,1,12,23,0
12,2,1,12,6,0
13,2,1,12,3,0
14,2,1,12,12,0
15,2,1,12,5,0
15,2,1,12,11,0
15,2,1,12,15,0
17,2,1,12,1,0
17,2,1,12,5,0
17,2,1,12,11,0
17,2,1,12,11,0
17,2,1,12,14,0
18,2,1,12,8,0
19,2,1,12,7,0
19,2,1,12,8,0
19,2,1,12,8,0
19,2,1,12,10,0
19,2,1,12,12,0
19,2,1,12,12,0
19,2,1,12,14,0
19,2,1,12,15,0
19,2,1,12,16,0
19,2,1,12,16,0
19,2,1,12,19,0
20,2,1,12,12,0
20,2,1,12,19,0
21,2,1,12,4,0
21,2,1,12,14,0
21,2,1,12,17,0
21,2,1,12,17,0
21,2,1,12,21,0
22,2,1,12,8,0
22,2,1,12,10,0
22,2,1,12,13,0
22,2,1,12,15,0
22,2,1,12,17,0
23,2,1,12,6,0
23,2,1,12,8,0
23,2,1,12,11,0
23,2,1,12,12,0
23,2,1,12,12,0
23,2,1,12,15,0
23,2,1,12,15,0
23,2,1,12,18,0
23,2,1,12,19,0
23,2,1,12,21,0
23,2,1,12,23,0
23,2,1,12,23,0
23,2,1,12,23,0
24,2,1,12,16,0
24,2,1,12,17,0
25,2,1,12,15,0
25,2,1,12,19,0
25,2,1,12,19,0
25,2,1,12,25,0
25,2,1,12,25,0
26,2,1,12,8,0
26,2,1,12,10,0
26,2,1,12,10,0
26,2,1,12,11,0
26,2,1,12,13,0
26,2,1,12,13,0
26,2,1,12,14,0
26,2,1,12,15,0
26,2,1,12,16,0
26,2,1,12,17,0
26,2,1,12,17,0
26,2,1,12,21,0
26,2,1,12,22,0
26,2,1,12,24,0
26,2,1,12,26,0
26,2,1,12,26,0
27,2,1,12,6,0
27,2,1,12,7,0
27,2,1,12,13,0
27,2,1,12,13,0
27,2,1,12,16,0
27,2,1,12,21,0
27,2,1,12,21,0
27,2,1,12,25,0
27,2,1,12,25,0
27,2,1,12,26,0
27,2,1,12,27,0
28,2,1,12,8,0
28,2,1,12,12,0
28,2,1,12,12,0
28,2,1,12,14,0
28,2,1,12,16,0
28,2,1,12,18,0
28,2,1,12,18,0
28,2,1,12,19,0
28,2,1,12,21,0
28,2,1,12,28,0
28,2,1,12,28,0
28,2,1,12,28,0
29,2,1,12,9,0
29,2,1,12,10,0
29,2,1,12,15,0
29,2,1,12,15,0
29,2,1,12,18,0
29,2,1,12,22,0
29,2,1,12,23,0
29,2,1,12,23,0
29,2,1,12,29,0
30,2,1,12,14,0
30,2,1,12,18,0
30,2,1,12,18,0
30,2,1,12,18,0
30,2,1,12,19,0
30,2,1,12,21,0
30,2,1,12,22,0
30,2,1,12,26,0
30,2,1,12,28,0
30,2,1,12,28,0
30,2,1,12,29,0
31,2,1,12,10,0
31,2,1,12,11,0
31,2,1,12,11,0
31,2,1,12,12,0
31,2,1,12,15,0
31,2,1,12,16,0
31,2,1,12,16,0
31,2,1,12,18,0
31,2,1,12,19,0
31,2,1,12,20,0
31,2,1,12,20,0
31,2,1,12,21,0
31,2,1,12,22,0
31,2,1,12,23,0
31,2,1,12,28,0
31,2,1,12,28,0
31,2,1,12,29,0
31,2,1,12,31,0
31,2,1,12,31,0
31,2,1,12,31,0
31,2,1,12,31,0
31,2,1,12,31,0
31,2,1,12,31,0
32,2,1,12,8,0
32,2,1,12,9,0
32,2,1,12,13,0
32,2,1,12,16,0
32,2,1,12,17,0
32,2,1,12,18,0
32,2,1,12,25,0
32,2,1,12,26,0
32,2,1,12,31,0
32,2,1,12,32,0
32,2,1,12,32,0
32,2,1,12,32,0
32,2,1,12,32,0
32,2,1,12,32,0
32,2,1,12,32,0
33,2,1,12,3,0
33,2,1,12,17,0
33,2,1,12,28,0
33,2,1,12,28,0
33,2,1,12,33,0
33,2,1,12,33,0
34,2,1,12,3,0
34,2,1,12,24,0
34,2,1,12,34,0
34,2,1,12,34,0
34,2,1,12,34,0
34,2,1,12,34,0
35,2,1,12,19,0
35,2,1,12,25,0
35,2,1,12,35,0
35,2,1,12,35,0
35,2,1,12,35,0
36,2,1,12,7,0
36,2,1,12,10,0
36,2,1,12,13,0
36,2,1,12,16,0
36,2,1,12,21,0
36,2,1,12,24,0
36,2,1,12,26,0
36,2,1,12,26,0
36,2,1,12,33,0
36,2,1,12,36,0
37,2,1,12,9,0
37,2,1,12,15,0
37,2,1,12,15,0
37,2,1,12,17,0
37,2,1,12,17,0
37,2,1,12,18,0
37,2,1,12,19,0
37,2,1,12,20,0
37,2,1,12,26,0
37,2,1,12,26,0
37,2,1,12,29,0
38,2,1,12,19,0
38,2,1,12,20,0
38,2,1,12,26,0
38,2,1,12,28,0
38,2,1,12,38,0
38,2,1,12,38,0
39,2,1,12,15,0
39,2,1,12,21,0
39,2,1,12,23,0
39,2,1,12,24,0
39,2,1,12,25,0
39,2,1,12,31,0
40,2,1,12,12,0
40,2,1,12,24,0
40,2,1,12,26,0
40,2,1,12,40,0
40,2,1,12,40,0
40,2,1,12,40,0
41,2,1,12,16,0
41,2,1,12,20,0
41,2,1,12,30,0
41,2,1,12,35,0
41,2,1,12,41,0
41,2,1,12,41,0
42,2,1,12,26,0
42,2,1,12,29,0
42,2,1,12,34,0
42,2,1,12,42,0
42,2,1,12,42,0
42,2,1,12,42,0
42,2,1,12,42,0
43,2,1,12,12,0
43,2,1,12,24,0
43,2,1,12,30,0
43,2,1,12,32,0
43,2,1,12,34,0
43,2,1,12,43,0
44,2,1,12,8,0
44,2,1,12,14,0
44,2,1,12,17,0
44,2,1,12,23,0
44,2,1,12,32,0
45,2,1,12,15,0
45,2,1,12,19,0
45,2,1,12,23,0
45,2,1,12,29,0
45,2,1,12,32,0
45,2,1,12,35,0
45,2,1,12,45,0
46,2,1,12,46,0
47,2,1,12,22,0
47,2,1,12,26,0
48,2,1,12,29,0
48,2,1,12,37,0
48,2,1,12,48,0
49,2,1,12,33,0
50,2,1,12,12,0
50,2,1,12,18,0
50,2,1,12,25,0
50,2,1,12,25,0
50,2,1,12,45,0
53,2,1,12,53,0
54,2,1,12,23,0
54,2,1,12,41,0
56,2,1,12,56,0
57,2,1,12,52,0
58,2,1,12,23,0
58,2,1,12,36,0
58,2,1,12,58,0
64,2,1,12,15,0
67,2,1,12,21,0
67,2,1,12,36,0
71,2,1,12,42,0
71,2,1,12,58,0
74,2,1,12,51,0
80,2,1,12,34,0
90,2,1,12,31,0
90,2,1,12,34,0
16,5,1,12,8,0
18,5,1,12,6,0
19,5,1,12,4,0
19,5,1,12,10,0
20,5,1,12,16,0
23,5,1,12,13,0
26,5,1,12,11,0
26,5,1,12,22,0
26,5,1,12,23,0
27,5,1,12,18,0
27,5,1,12,21,0
27,5,1,12,27,0
28,5,1,12,17,0
28,5,1,12,21,0
28,5,1,12,24,0
28,5,1,12,24,0
28,5,1,12,28,0
29,5,1,12,28,0
29,5,1,12,29,0
30,5,1,12,19,0
31,5,1,12,15,0
31,5,1,12,19,0
31,5,1,12,22,0
31,5,1,12,28,0
32,5,1,12,8,0
32,5,1,12,11,0
32,5,1,12,27,0
32,5,1,12,32,0
33,5,1,12,14,0
33,5,1,12,19,0
33,5,1,12,23,0
33,5,1,12,24,0
33,5,1,12,26,0
34,5,1,12,34,0
35,5,1,12,27,0
36,5,1,12,15,0
36,5,1,12,31,0
36,5,1,12,36,0
36,5,1,12,36,0
37,5,1,12,19,0
37,5,1,12,19,0
37,5,1,12,24,0
37,5,1,12,34,0
37,5,1,12,37,0
37,5,1,12,37,0
37,5,1,12,37,0
38,5,1,12,9,0
38,5,1,12,19,0
38,5,1,12,25,0
38,5,1,12,25,0
38,5,1,12,27,0
38,5,1,12,33,0
39,5,1,12,16,0
39,5,1,12,25,0
39,5,1,12,35,0
39,5,1,12,39,0
40,5,1,12,11,0
40,5,1,12,27,0
40,5,1,12,28,0
40,5,1,12,31,0
41,5,1,12,14,0
41,5,1,12,19,0
41,5,1,12,27,0
41,5,1,12,28,0
41,5,1,12,28,0
41,5,1,12,28,0
41,5,1,12,32,0
41,5,1,12,34,0
42,5,1,12,19,0
42,5,1,12,26,0
42,5,1,12,28,0
43,5,1,12,22,0
43,5,1,12,43,0
44,5,1,12,30,0
44,5,1,12,30,0
44,5,1,12,34,0
44,5,1,12,44,0
45,5,1,12,16,0
45,5,1,12,31,0
47,5,1,12,14,0
47,5,1,12,31,0
47,5,1,12,47,0
48,5,1,12,33,0
48,5,1,12,48,0
50,5,1,12,27,0
50,5,1,12,29,0
50,5,1,12,30,0
50,5,1,12,43,0
51,5,1,12,27,0
54,5,1,12,38,0
54,5,1,12,54,0
56,5,1,12,56,0
58,5,1,12,18,0
61,5,1,12,40,0
68,5,1,12,43,0
23,8,1,12,10,0
29,8,1,12,9,0
29,8,1,12,23,0
32,8,1,12,16,0
32,8,1,12,26,0
32,8,1,12,32,0
34,8,1,12,31,0
34,8,1,12,33,0
35,8,1,12,35,0
36,8,1,12,10,0
36,8,1,12,32,0
38,8,1,12,20,0
39,8,1,12,16,0
40,8,1,12,34,0
41,8,1,12,27,0
41,8,1,12,37,0
42,8,1,12,42,0
43,8,1,12,26,0
44,8,1,12,35,0
45,8,1,12,16,0
45,8,1,12,22,0
47,8,1,12,31,0
51,8,1,12,38,0
71,8,1,12,46,0
24,10,1,12,15,0
26,10,1,12,10,0
31,10,1,12,8,0
37,10,1,12,27,0
38,10,1,12,19,0
39,10,1,12,21,0
40,10,1,12,16,0
42,10,1,12,42,0
45,10,1,12,23,0
61,10,1,12,31,0
22,12,1,12,6,0
35,12,1,12,21,0
36,18,1,12,9,0
36,18,1,12,16,0
29,20,1,12,19,0
45,20,1,12,27,0
64,20,1,12,64,0
22,22,1,12,14,0
15,0,2,12,7,0
19,0,2,12,6,0
20,0,2,12,0,0
20,0,2,12,12,0
21,0,2,12,16,0
23,0,2,12,5,0
24,0,2,12,14,0
24,0,2,12,16,0
24,0,2,12,17,0
25,0,2,12,19,0
26,0,2,12,19,0
27,0,2,12,3,0
27,0,2,12,27,0
30,0,2,12,15,0
30,0,2,12,28,0
31,0,2,12,17,0
31,0,2,12,23,0
32,0,2,12,7,0
32,0,2,12,19,0
34,0,2,12,24,0
35,0,2,12,29,0
35,0,2,12,35,0
36,0,2,12,21,0
36,0,2,12,25,0
38,0,2,12,12,0
38,0,2,12,36,0
38,0,2,12,38,0
39,0,2,12,12,0
39,0,2,12,29,0
39,0,2,12,39,0
40,0,2,12,12,0
40,0,2,12,22,0
40,0,2,12,23,0
41,0,2,12,14,0
41,0,2,12,16,0
41,0,2,12,17,0
41,0,2,12,21,0
41,0,2,12,41,0
43,0,2,12,27,0
44,0,2,12,31,0
44,0,2,12,32,0
44,0,2,12,37,0
44,0,2,12,44,0
44,0,2,12,44,0
46,0,2,12,32,0
46,0,2,12,37,0
46,0,2,12,44,0
47,0,2,12,28,0
47,0,2,12,46,0
48,0,2,12,19,0
49,0,2,12,49,0
50,0,2,12,50,0
51,0,2,12,28,0
63,0,2,12,63,0
71,0,2,12,62,0
90,0,2,12,55,0
20,2,2,12,14,0
20,2,2,12,15,0
20,2,2,12,18,0
21,2,2,12,7,0
21,2,2,12,10,0
23,2,2,12,11,0
23,2,2,12,19,0
23,2,2,12,23,0
25,2,2,12,6,0
25,2,2,12,14,0
25,2,2,12,18,0
26,2,2,12,11,0
26,2,2,12,12,0
26,2,2,12,16,0
26,2,2,12,19,0
26,2,2,12,22,0
27,2,2,12,5,0
27,2,2,12,23,0
28,2,2,12,16,0
28,2,2,12,28,0
29,2,2,12,14,0
30,2,2,12,10,0
30,2,2,12,16,0
30,2,2,12,19,0
30,2,2,12,23,0
30,2,2,12,29,0
30,2,2,12,29,0
30,2,2,12,30,0
31,2,2,12,2,0
31,2,2,12,9,0
31,2,2,12,11,0
31,2,2,12,12,0
31,2,2,12,14,0
31,2,2,12,14,0
31,2,2,12,16,0
31,2,2,12,16,0
31,2,2,12,22,0
31,2,2,12,27,0
31,2,2,12,28,0
31,2,2,12,30,0
32,2,2,12,23,0
32,2,2,12,27,0
32,2,2,12,28,0
32,2,2,12,30,0
32,2,2,12,32,0
33,2,2,12,15,0
33,2,2,12,18,0
33,2,2,12,18,0
33,2,2,12,21,0
33,2,2,12,22,0
33,2,2,12,28,0
33,2,2,12,31,0
33,2,2,12,33,0
33,2,2,12,33,0
34,2,2,12,15,0
34,2,2,12,26,0
34,2,2,12,27,0
34,2,2,12,29,0
34,2,2,12,34,0
34,2,2,12,34,0
34,2,2,12,34,0
34,2,2,12,34,0
35,2,2,12,8,0
35,2,2,12,21,0
35,2,2,12,26,0
35,2,2,12,27,0
35,2,2,12,35,0
36,2,2,12,6,0
36,2,2,12,9,0
36,2,2,12,13,0
36,2,2,12,19,0
36,2,2,12,19,0
36,2,2,12,22,0
36,2,2,12,23,0
36,2,2,12,23,0
37,2,2,12,7,0
37,2,2,12,8,0
37,2,2,12,9,0
37,2,2,12,9,0
37,2,2,12,11,0
37,2,2,12,12,0
37,2,2,12,12,0
37,2,2,12,13,0
37,2,2,12,15,0
37,2,2,12,16,0
37,2,2,12,29,0
37,2,2,12,31,0
37,2,2,12,37,0
37,2,2,12,37,0
38,2,2,12,13,0
38,2,2,12,19,0
38,2,2,12,24,0
38,2,2,12,27,0
38,2,2,12,30,0
38,2,2,12,33,0
39,2,2,12,10,0
39,2,2,12,17,0
39,2,2,12,22,0
39,2,2,12,29,0
39,2,2,12,29,0
39,2,2,12,30,0
39,2,2,12,32,0
40,2,2,12,8,0
40,2,2,12,14,0
40,2,2,12,18,0
40,2,2,12,21,0
40,2,2,12,23,0
40,2,2,12,26,0
40,2,2,12,27,0
40,2,2,12,30,0
40,2,2,12,32,0
41,2,2,12,23,0
41,2,2,12,24,0
41,2,2,12,35,0
41,2,2,12,41,0
41,2,2,12,41,0
42,2,2,12,19,0
42,2,2,12,22,0
42,2,2,12,23,0
42,2,2,12,27,0
42,2,2,12,27,0
42,2,2,12,30,0
42,2,2,12,30,0
42,2,2,12,42,0
42,2,2,12,42,0
43,2,2,12,25,0
43,2,2,12,30,0
43,2,2,12,31,0
43,2,2,12,34,0
43,2,2,12,39,0
43,2,2,12,43,0
44,2,2,12,18,0
44,2,2,12,19,0
44,2,2,12,25,0
44,2,2,12,26,0
44,2,2,12,27,0
44,2,2,12,28,0
44,2,2,12,28,0
44,2,2,12,29,0
44,2,2,12,34,0
44,2,2,12,42,0
44,2,2,12,44,0
44,2,2,12,44,0
45,2,2,12,11,0
45,2,2,12,15,0
45,2,2,12,24,0
45,2,2,12,25,0
45,2,2,12,31,0
45,2,2,12,40,0
45,2,2,12,44,0
46,2,2,12,26,0
46,2,2,12,27,0
46,2,2,12,28,0
46,2,2,12,29,0
46,2,2,12,29,0
46,2,2,12,29,0
46,2,2,12,32,0
46,2,2,12,43,0
46,2,2,12,45,0
46,2,2,12,46,0
46,2,2,12,46,0
47,2,2,12,14,0
47,2,2,12,24,0
47,2,2,12,47,0
48,2,2,12,13,0
48,2,2,12,28,0
48,2,2,12,31,0
48,2,2,12,42,0
48,2,2,12,43,0
48,2,2,12,48,0
48,2,2,12,48,0
48,2,2,12,48,0
49,2,2,12,24,0
49,2,2,12,31,0
49,2,2,12,35,0
49,2,2,12,38,0
49,2,2,12,49,0
49,2,2,12,49,0
50,2,2,12,6,0
50,2,2,12,28,0
50,2,2,12,34,0
50,2,2,12,46,0
50,2,2,12,47,0
51,2,2,12,27,0
51,2,2,12,51,0
52,2,2,12,52,0
52,2,2,12,52,0
52,2,2,12,52,0
53,2,2,12,53,0
53,2,2,12,53,0
54,2,2,12,35,0
54,2,2,12,41,0
54,2,2,12,54,0
54,2,2,12,54,0
56,2,2,12,56,0
56,2,2,12,56,0
57,2,2,12,48,0
58,2,2,12,26,0
58,2,2,12,38,0
58,2,2,12,58,0
60,2,2,12,60,0
60,2,2,12,60,0
60,2,2,12,60,0
61,2,2,12,20,0
61,2,2,12,30,0
61,2,2,12,41,0
61,2,2,12,43,0
61,2,2,12,61,0
63,2,2,12,63,0
63,2,2,12,63,0
63,2,2,12,63,0
64,2,2,12,18,0
64,2,2,12,60,0
67,2,2,12,34,0
67,2,2,12,46,0
69,2,2,12,69,0
69,2,2,12,69,0
69,2,2,12,69,0
71,2,2,12,29,0
71,2,2,12,30,0
71,2,2,12,61,0
71,2,2,12,68,0
74,2,2,12,29,0
74,2,2,12,31,0
74,2,2,12,33,0
77,2,2,12,37,0
80,2,2,12,26,0
80,2,2,12,28,0
80,2,2,12,43,0
80,2,2,12,45,0
80,2,2,12,52,0
81,2,2,12,59,0
84,2,2,12,29,0
84,2,2,12,62,0
87,2,2,12,41,0
87,2,2,12,46,0
90,2,2,12,32,0
90,2,2,12,41,0
93,2,2,12,48,0
93,2,2,12,68,0
101,2,2,12,70,1
104,2,2,12,39,1
108,2,2,12,43,1
122,2,2,12,56,1
129,2,2,12,63,1
21,5,2,12,12,0
23,5,2,12,16,0
24,5,2,12,17,0
25,5,2,12,23,0
26,5,2,12,26,0
30,5,2,12,18,0
30,5,2,12,28,0
31,5,2,12,10,0
31,5,2,12,15,0
31,5,2,12,15,0
31,5,2,12,20,0
31,5,2,12,24,0
32,5,2,12,25,0
33,5,2,12,15,0
34,5,2,12,12,0
34,5,2,12,22,0
35,5,2,12,35,0
37,5,2,12,12,0
37,5,2,12,33,0
37,5,2,12,37,0
38,5,2,12,28,0
38,5,2,12,38,0
38,5,2,12,38,0
39,5,2,12,29,0
39,5,2,12,39,0
40,5,2,12,22,0
40,5,2,12,38,0
40,5,2,12,40,0
41,5,2,12,22,0
41,5,2,12,32,0
41,5,2,12,32,0
41,5,2,12,34,0
41,5,2,12,36,0
41,5,2,12,37,0
42,5,2,12,29,0
42,5,2,12,42,0
43,5,2,12,18,0
44,5,2,12,31,0
44,5,2,12,36,0
44,5,2,12,42,0
45,5,2,12,26,0
45,5,2,12,34,0
45,5,2,12,45,0
46,5,2,12,22,0
46,5,2,12,28,0
47,5,2,12,30,0
47,5,2,12,41,0
47,5,2,12,47,0
48,5,2,12,30,0
48,5,2,12,41,0
48,5,2,12,45,0
48,5,2,12,48,0
49,5,2,12,31,0
49,5,2,12,48,0
50,5,2,12,49,0
51,5,2,12,31,0
51,5,2,12,37,0
51,5,2,12,51,0
52,5,2,12,52,0
52,5,2,12,52,0
54,5,2,12,33,0
54,5,2,12,54,0
58,5,2,12,49,0
61,5,2,12,35,0
61,5,2,12,56,0
61,5,2,12,61,0
63,5,2,12,63,0
64,5,2,12,64,0
67,5,2,12,46,0
67,5,2,12,67,0
71,5,2,12,30,0
71,5,2,12,37,0
71,5,2,12,39,0
74,5,2,12,36,0
74,5,2,12,39,0
74,5,2,12,47,0
75,5,2,12,75,0
77,5,2,12,51,0
77,5,2,12,57,0
77,5,2,12,59,0
77,5,2,12,68,0
77,5,2,12,77,0
78,5,2,12,62,0
80,5,2,12,26,0
80,5,2,12,47,0
87,5,2,12,65,0
90,5,2,12,47,0
97,5,2,12,44,0
100,5,2,12,67,0
101,5,2,12,78,1
104,5,2,12,37,1
112,5,2,12,55,1
115,5,2,12,49,1
126,5,2,12,38,1
27,8,2,12,16,0
34,8,2,12,26,0
35,8,2,12,27,0
43,8,2,12,36,0
44,8,2,12,23,0
44,8,2,12,27,0
44,8,2,12,33,0
44,8,2,12,44,0
51,8,2,12,29,0
52,8,2,12,52,0
61,8,2,12,40,0
63,8,2,12,63,0
84,8,2,12,56,0
90,8,2,12,60,0
93,8,2,12,74,0
101,8,2,12,70,1
143,8,2,12,63,1
25,10,2,12,21,0
42,10,2,12,27,0
46,10,2,12,31,0
46,10,2,12,31,0
48,10,2,12,36,0
50,10,2,12,34,0
55,10,2,12,55,0
67,10,2,12,50,0
73,10,2,12,73,0
37,12,2,12,37,0
37,18,2,12,37,0
47,25,2,12,29,0
47,25,2,12,43,0
58,30,2,12,19,0
31,0,3,12,14,0
36,0,3,12,26,0
37,0,3,12,27,0
38,0,3,12,20,0
38,0,3,12,20,0
39,0,3,12,28,0
39,0,3,12,39,0
40,0,3,12,29,0
41,0,3,12,31,0
41,0,3,12,40,0
44,0,3,12,30,0
44,0,3,12,35,0
44,0,3,12,44,0
48,0,3,12,27,0
58,0,3,12,58,0
58,0,3,12,58,0
61,0,3,12,55,0
71,0,3,12,39,0
71,0,3,12,69,0
74,0,3,12,56,0
87,0,3,12,51,0
90,0,3,12,79,0
96,0,3,12,96,0
118,0,3,12,63,1
28,2,3,12,26,0
30,2,3,12,6,0
30,2,3,12,8,0
32,2,3,12,9,0
32,2,3,12,27,0
34,2,3,12,9,0
34,2,3,12,26,0
34,2,3,12,34,0
35,2,3,12,16,0
35,2,3,12,22,0
35,2,3,12,33,0
36,2,3,12,11,0
36,2,3,12,21,0
37,2,3,12,10,0
37,2,3,12,31,0
39,2,3,12,39,0
40,2,3,12,17,0
40,2,3,12,20,0
41,2,3,12,30,0
41,2,3,12,32,0
42,2,3,12,42,0
43,2,3,12,26,0
43,2,3,12,30,0
44,2,3,12,24,0
44,2,3,12,26,0
44,2,3,12,35,0
45,2,3,12,22,0
45,2,3,12,34,0
45,2,3,12,35,0
47,2,3,12,17,0
47,2,3,12,47,0
49,2,3,12,34,0
49,2,3,12,49,0
50,2,3,12,50,0
51,2,3,12,51,0
51,2,3,12,51,0
51,2,3,12,51,0
52,2,3,12,52,0
52,2,3,12,52,0
54,2,3,12,24,0
54,2,3,12,36,0
54,2,3,12,49,0
54,2,3,12,54,0
55,2,3,12,55,0
57,2,3,12,57,0
58,2,3,12,58,0
58,2,3,12,58,0
59,2,3,12,59,0
60,2,3,12,60,0
61,2,3,12,22,0
61,2,3,12,55,0
61,2,3,12,61,0
61,2,3,12,61,0
61,2,3,12,61,0
63,2,3,12,63,0
63,2,3,12,63,0
64,2,3,12,52,0
64,2,3,12,52,0
65,2,3,12,65,0
67,2,3,12,66,0
68,2,3,12,68,0
70,2,3,12,70,0
74,2,3,12,66,0
76,2,3,12,76,0
78,2,3,12,78,0
79,2,3,12,70,0
80,2,3,12,59,0
80,2,3,12,75,0
80,2,3,12,80,0
81,2,3,12,81,0
90,2,3,12,7,0
90,2,3,12,44,0
97,2,3,12,67,0
100,2,3,12,35,0
100,2,3,12,58,0
100,2,3,12,65,0
106,2,3,12,106,1
115,2,3,12,45,1
126,2,3,12,55,1
161,2,3,12,106,1
22,5,3,12,18,0
29,5,3,12,24,0
35,5,3,12,22,0
50,5,3,12,34,0
52,5,3,12,52,0
52,5,3,12,52,0
58,5,3,12,45,0
58,5,3,12,56,0
60,5,3,12,60,0
61,5,3,12,47,0
62,5,3,12,62,0
68,5,3,12,68,0
68,5,3,12,68,0
74,5,3,12,48,0
77,5,3,12,77,0
84,5,3,12,73,0
88,5,3,12,88,0
89,5,3,12,89,0
90,5,3,12,53,0
90,5,3,12,88,0
104,5,3,12,66,1
115,5,3,12,57,1
126,5,3,12,58,1
129,5,3,12,68,1
132,5,3,12,67,1
146,5,3,12,59,1
150,5,3,12,70,1
182,5,3,12,82,1
42,8,3,12,30,0
59,8,3,12,59,0
69,8,3,12,69,0
84,8,3,12,84,0
91,8,3,12,91,0
93,8,3,12,57,0
102,8,3,12,102,1
140,8,3,12,60,1
53,10,3,12,53,0
101,10,3,12,50,1
101,10,3,12,52,1
64,12,3,12,46,0
51,15,3,12,51,0
129,15,3,12,55,1
32,0,5,12,32,0
33,0,5,12,21,0
24,2,5,12,21,0
27,2,5,12,22,0
34,2,5,12,27,0
37,2,5,12,19,0
38,2,5,12,15,0
40,2,5,12,22,0
40,2,5,12,25,0
44,2,5,12,44,0
45,2,5,12,30,0
52,2,5,12,52,0
53,2,5,12,53,0
55,2,5,12,55,0
57,2,5,12,57,0
62,2,5,12,62,0
62,2,5,12,62,0
85,2,5,12,85,0
85,2,5,12,85,0
177,2,5,12,85,1
41,5,5,12,41,0
51,5,5,12,51,0
56,5,5,12,56,0
94,5,5,12,94,0
143,8,5,12,88,1
122,10,5,12,56,1
105,2,6,12,105,1
117,2,6,12,117,1
133,2,6,12,133,1
141,2,6,12,141,1
83,2,7,12,83,0
154,8,8,12,154,1
33,0,0,13,21,0
18,2,0,13,9,0
19,2,0,13,14,0
23,2,0,13,4,0
28,2,0,13,26,0
30,2,0,13,25,0
31,2,0,13,31,0
20,5,0,13,10,0
24,5,0,13,21,0
45,8,0,13,38,0
23,10,0,13,8,0
28,10,0,13,21,0
14,0,1,13,11,0
16,0,1,13,4,0
16,0,1,13,15,0
18,0,1,13,9,0
18,0,1,13,18,0
19,0,1,13,4,0
20,0,1,13,9,0
20,0,1,13,13,0
22,0,1,13,8,0
23,0,1,13,2,0
23,0,1,13,10,0
23,0,1,13,18,0
23,0,1,13,19,0
24,0,1,13,14,0
25,0,1,13,10,0
26,0,1,13,3,0
26,0,1,13,17,0
26,0,1,13,23,0
26,0,1,13,26,0
27,0,1,13,4,0
27,0,1,13,14,0
27,0,1,13,16,0
27,0,1,13,18,0
27,0,1,13,27,0
27,0,1,13,27,0
27,0,1,13,27,0
28,0,1,13,21,0
29,0,1,13,16,0
29,0,1,13,20,0
29,0,1,13,28,0
30,0,1,13,13,0
30,0,1,13,19,0
31,0,1,13,16,0
31,0,1,13,24,0
31,0,1,13,30,0
32,0,1,13,5,0
32,0,1,13,9,0
32,0,1,13,12,0
34,0,1,13,7,0
35,0,1,13,29,0
35,0,1,13,35,0
35,0,1,13,35,0
36,0,1,13,6,0
37,0,1,13,22,0
37,0,1,13,31,0
37,0,1,13,37,0
37,0,1,13,37,0
38,0,1,13,28,0
39,0,1,13,14,0
43,0,1,13,1,0
43,0,1,13,27,0
44,0,1,13,24,0
44,0,1,13,25,0
44,0,1,13,27,0
45,0,1,13,16,0
46,0,1,13,10,0
48,0,1,13,34,0
