aqi,so2,co,no2,pm25,class
18,0,0,0,12,0
28,0,0,0,21,0
30,0,0,0,26,0
43,0,0,0,42,0
17,2,0,0,9,0
18,2,0,0,17,0
20,2,0,0,10,0
22,2,0,0,18,0
26,2,0,0,18,0
38,2,0,0,11,0
19,0,1,0,3,0
26,0,1,0,6,0
28,0,1,0,28,0
34,0,1,0,26,0
36,0,1,0,35,0
38,0,1,0,19,0
40,0,1,0,1,0
43,0,1,0,13,0
44,0,1,0,29,0
45,0,1,0,0,0
45,0,1,0,5,0
48,0,1,0,42,0
48,0,1,0,46,0
48,0,1,0,48,0
50,0,1,0,28,0
51,0,1,0,30,0
55,0,1,0,50,0
55,0,1,0,55,0
60,0,1,0,37,0
67,0,1,0,14,0
87,0,1,0,29,0
33,2,1,0,6,0
34,2,1,0,1,0
37,2,1,0,11,0
42,2,1,0,5,0
42,2,1,0,21,0
43,2,1,0,36,0
44,2,1,0,1,0
46,2,1,0,12,0
46,2,1,0,19,0
48,2,1,0,29,0
49,2,1,0,33,0
67,2,1,0,19,0
45,5,1,0,33,0
37,0,2,0,21,0
44,0,2,0,26,0
74,0,2,0,29,0
38,2,2,0,21,0
41,2,2,0,6,0
80,2,2,0,24,0
77,5,2,0,29,0
13,0,0,2,7,0
14,0,0,2,2,0
14,0,0,2,5,0
14,0,0,2,8,0
14,0,0,2,11,0
15,0,0,2,11,0
15,0,0,2,12,0
16,0,0,2,8,0
16,0,0,2,9,0
16,0,0,2,9,0
17,0,0,2,8,0
17,0,0,2,13,0
18,0,0,2,9,0
18,0,0,2,9,0
18,0,0,2,12,0
18,0,0,2,12,0
19,0,0,2,11,0
20,0,0,2,6,0
20,0,0,2,13,0
21,0,0,2,10,0
21,0,0,2,15,0
21,0,0,2,16,0
21,0,0,2,20,0
22,0,0,2,12,0
22,0,0,2,13,0
22,0,0,2,22,0
23,0,0,2,11,0
23,0,0,2,15,0
23,0,0,2,19,0
24,0,0,2,1,0
24,0,0,2,11,0
24,0,0,2,16,0
24,0,0,2,21,0
25,0,0,2,8,0
25,0,0,2,8,0
27,0,0,2,9,0
28,0,0,2,14,0
31,0,0,2,13,0
41,0,0,2,12,0
44,0,0,2,33,0
45,0,0,2,31,0
52,0,0,2,52,0
13,2,0,2,8,0
14,2,0,2,4,0
17,2,0,2,17,0
18,2,0,2,6,0
18,2,0,2,11,0
19,2,0,2,11,0
19,2,0,2,12,0
19,2,0,2,12,0
19,2,0,2,19,0
20,2,0,2,2,0
20,2,0,2,9,0
21,2,0,2,12,0
21,2,0,2,19,0
22,2,0,2,3,0
22,2,0,2,11,0
22,2,0,2,12,0
23,2,0,2,9,0
23,2,0,2,10,0
23,2,0,2,21,0
23,2,0,2,23,0
24,2,0,2,24,0
25,2,0,2,19,0
26,2,0,2,21,0
27,2,0,2,26,0
28,2,0,2,19,0
30,2,0,2,25,0
31,2,0,2,6,0
31,2,0,2,20,0
17,5,0,2,2,0
21,5,0,2,20,0
15,0,1,2,13,0
20,0,1,2,11,0
20,0,1,2,12,0
23,0,1,2,10,0
24,0,1,2,23,0
26,0,1,2,10,0
26,0,1,2,11,0
27,0,1,2,6,0
27,0,1,2,16,0
29,0,1,2,29,0
31,0,1,2,6,0
31,0,1,2,9,0
31,0,1,2,11,0
31,0,1,2,19,0
31,0,1,2,20,0
32,0,1,2,17,0
32,0,1,2,27,0
32,0,1,2,29,0
33,0,1,2,18,0
34,0,1,2,10,0
34,0,1,2,20,0
34,0,1,2,24,0
35,0,1,2,17,0
35,0,1,2,27,0
35,0,1,2,27,0
36,0,1,2,5,0
36,0,1,2,15,0
37,0,1,2,1,0
37,0,1,2,5,0
37,0,1,2,17,0
37,0,1,2,18,0
37,0,1,2,21,0
37,0,1,2,37,0
38,0,1,2,28,0
38,0,1,2,34,0
39,0,1,2,2,0
39,0,1,2,32,0
40,0,1,2,3,0
40,0,1,2,23,0
41,0,1,2,2,0
41,0,1,2,11,0
42,0,1,2,15,0
42,0,1,2,36,0
43,0,1,2,1,0
44,0,1,2,1,0
44,0,1,2,2,0
44,0,1,2,11,0
44,0,1,2,20,0
44,0,1,2,22,0
45,0,1,2,13,0
45,0,1,2,17,0
45,0,1,2,27,0
45,0,1,2,31,0
46,0,1,2,12,0
46,0,1,2,19,0
46,0,1,2,23,0
46,0,1,2,32,0
47,0,1,2,19,0
47,0,1,2,23,0
48,0,1,2,36,0
49,0,1,2,32,0
49,0,1,2,40,0
49,0,1,2,45,0
50,0,1,2,8,0
50,0,1,2,13,0
50,0,1,2,44,0
51,0,1,2,25,0
51,0,1,2,36,0
51,0,1,2,36,0
51,0,1,2,51,0
61,0,1,2,40,0
61,0,1,2,47,0
71,0,1,2,66,0
74,0,1,2,39,0
80,0,1,2,45,0
80,0,1,2,46,0
87,0,1,2,29,0
93,0,1,2,12,0
97,0,1,2,37,0
100,0,1,2,38,0
100,0,1,2,42,0
108,0,1,2,48,1
112,0,1,2,40,1
126,0,1,2,33,1
18,2,1,2,10,0
19,2,1,2,9,0
20,2,1,2,3,0
20,2,1,2,14,0
21,2,1,2,6,0
24,2,1,2,4,0
24,2,1,2,9,0
24,2,1,2,10,0
25,2,1,2,20,0
26,2,1,2,3,0
26,2,1,2,11,0
26,2,1,2,16,0
26,2,1,2,19,0
27,2,1,2,11,0
27,2,1,2,15,0
28,2,1,2,15,0
28,2,1,2,16,0
29,2,1,2,8,0
29,2,1,2,17,0
29,2,1,2,19,0
31,2,1,2,3,0
31,2,1,2,7,0
31,2,1,2,30,0
32,2,1,2,5,0
32,2,1,2,20,0
33,2,1,2,17,0
33,2,1,2,19,0
33,2,1,2,24,0
34,2,1,2,12,0
34,2,1,2,14,0
34,2,1,2,21,0
35,2,1,2,26,0
35,2,1,2,27,0
36,2,1,2,26,0
37,2,1,2,13,0
37,2,1,2,17,0
37,2,1,2,36,0
38,2,1,2,0,0
38,2,1,2,7,0
38,2,1,2,12,0
38,2,1,2,12,0
38,2,1,2,14,0
39,2,1,2,16,0
39,2,1,2,17,0
39,2,1,2,18,0
39,2,1,2,24,0
40,2,1,2,4,0
40,2,1,2,12,0
40,2,1,2,16,0
40,2,1,2,19,0
41,2,1,2,0,0
41,2,1,2,1,0
41,2,1,2,3,0
41,2,1,2,7,0
41,2,1,2,12,0
41,2,1,2,25,0
42,2,1,2,1,0
42,2,1,2,12,0
42,2,1,2,19,0
42,2,1,2,26,0
43,2,1,2,2,0
43,2,1,2,13,0
43,2,1,2,16,0
43,2,1,2,18,0
43,2,1,2,18,0
43,2,1,2,27,0
43,2,1,2,40,0
44,2,1,2,5,0
44,2,1,2,10,0
44,2,1,2,12,0
44,2,1,2,16,0
44,2,1,2,16,0
44,2,1,2,17,0
44,2,1,2,18,0
44,2,1,2,23,0
44,2,1,2,35,0
45,2,1,2,19,0
45,2,1,2,26,0
45,2,1,2,28,0
45,2,1,2,39,0
45,2,1,2,45,0
46,2,1,2,6,0
46,2,1,2,30,0
47,2,1,2,18,0
48,2,1,2,23,0
48,2,1,2,25,0
49,2,1,2,21,0
49,2,1,2,27,0
50,2,1,2,29,0
54,2,1,2,23,0
58,2,1,2,58,0
61,2,1,2,31,0
67,2,1,2,15,0
74,2,1,2,4,0
75,2,1,2,61,0
77,2,1,2,18,0
23,5,1,2,6,0
39,5,1,2,20,0
39,5,1,2,37,0
46,5,1,2,22,0
46,5,1,2,35,0
47,5,1,2,37,0
54,5,1,2,43,0
37,8,1,2,30,0
65,8,1,2,65,0
22,10,1,2,10,0
34,0,2,2,31,0
36,0,2,2,11,0
36,0,2,2,28,0
44,0,2,2,18,0
45,0,2,2,7,0
45,0,2,2,17,0
47,0,2,2,14,0
47,0,2,2,19,0
48,0,2,2,18,0
49,0,2,2,8,0
50,0,2,2,19,0
61,0,2,2,4,0
61,0,2,2,6,0
67,0,2,2,6,0
77,0,2,2,57,0
38,2,2,2,7,0
38,2,2,2,8,0
38,2,2,2,12,0
39,2,2,2,11,0
42,2,2,2,14,0
43,2,2,2,1,0
43,2,2,2,16,0
43,2,2,2,19,0
43,2,2,2,26,0
44,2,2,2,6,0
44,2,2,2,6,0
44,2,2,2,7,0
44,2,2,2,12,0
44,2,2,2,14,0
45,2,2,2,2,0
45,2,2,2,8,0
45,2,2,2,34,0
46,2,2,2,8,0
46,2,2,2,15,0
46,2,2,2,40,0
47,2,2,2,18,0
47,2,2,2,28,0
47,2,2,2,32,0
48,2,2,2,16,0
48,2,2,2,21,0
48,2,2,2,24,0
49,2,2,2,18,0
50,2,2,2,26,0
51,2,2,2,10,0
54,2,2,2,43,0
58,2,2,2,43,0
58,2,2,2,46,0
61,2,2,2,24,0
61,2,2,2,37,0
61,2,2,2,44,0
64,2,2,2,42,0
67,2,2,2,40,0
74,2,2,2,27,0
84,2,2,2,35,0
100,2,2,2,25,0
100,2,2,2,63,0
140,2,2,2,57,1
49,5,2,2,38,0
64,5,2,2,53,0
71,5,2,2,28,0
40,0,3,2,10,0
44,0,3,2,6,0
44,0,3,2,35,0
64,0,3,2,11,0
177,0,3,2,65,1
35,2,3,2,12,0
40,2,3,2,11,0
42,2,3,2,11,0
43,2,3,2,9,0
44,2,3,2,8,0
74,2,3,2,59,0
13,0,0,3,4,0
13,0,0,3,9,0
15,0,0,3,11,0
16,0,0,3,11,0
16,0,0,3,13,0
17,0,0,3,11,0
17,0,0,3,14,0
19,0,0,3,6,0
19,0,0,3,7,0
19,0,0,3,13,0
20,0,0,3,4,0
21,0,0,3,11,0
22,0,0,3,8,0
22,0,0,3,13,0
30,0,0,3,18,0
30,0,0,3,22,0
31,0,0,3,31,0
37,0,0,3,2,0
44,0,0,3,18,0
13,2,0,3,8,0
16,2,0,3,14,0
17,2,0,3,7,0
18,2,0,3,11,0
19,2,0,3,4,0
20,2,0,3,10,0
20,2,0,3,13,0
23,2,0,3,13,0
26,2,0,3,19,0
33,2,0,3,31,0
37,2,0,3,4,0
37,2,0,3,6,0
39,2,0,3,24,0
44,2,0,3,22,0
45,2,0,3,39,0
17,8,0,3,6,0
15,0,1,3,6,0
20,0,1,3,15,0
22,0,1,3,14,0
23,0,1,3,1,0
24,0,1,3,15,0
25,0,1,3,11,0
25,0,1,3,13,0
26,0,1,3,5,0
28,0,1,3,26,0
29,0,1,3,13,0
29,0,1,3,16,0
30,0,1,3,6,0
30,0,1,3,8,0
30,0,1,3,17,0
31,0,1,3,4,0
31,0,1,3,15,0
31,0,1,3,19,0
32,0,1,3,11,0
33,0,1,3,12,0
33,0,1,3,13,0
34,0,1,3,10,0
34,0,1,3,21,0
35,0,1,3,19,0
36,0,1,3,0,0
36,0,1,3,12,0
36,0,1,3,34,0
36,0,1,3,36,0
36,0,1,3,36,0
37,0,1,3,26,0
37,0,1,3,31,0
38,0,1,3,6,0
38,0,1,3,6,0
39,0,1,3,6,0
39,0,1,3,15,0
39,0,1,3,22,0
40,0,1,3,34,0
41,0,1,3,3,0
41,0,1,3,3,0
42,0,1,3,5,0
42,0,1,3,23,0
42,0,1,3,42,0
43,0,1,3,28,0
43,0,1,3,31,0
44,0,1,3,12,0
44,0,1,3,15,0
44,0,1,3,16,0
45,0,1,3,29,0
45,0,1,3,32,0
46,0,1,3,23,0
46,0,1,3,30,0
47,0,1,3,13,0
47,0,1,3,17,0
47,0,1,3,30,0
47,0,1,3,41,0
49,0,1,3,31,0
49,0,1,3,35,0
49,0,1,3,46,0
50,0,1,3,30,0
50,0,1,3,36,0
54,0,1,3,26,0
54,0,1,3,28,0
54,0,1,3,30,0
58,0,1,3,30,0
58,0,1,3,37,0
64,0,1,3,49,0
65,0,1,3,44,0
67,0,1,3,37,0
71,0,1,3,36,0
71,0,1,3,43,0
74,0,1,3,31,0
74,0,1,3,34,0
74,0,1,3,36,0
80,0,1,3,28,0
87,0,1,3,6,0
101,0,1,3,31,1
104,0,1,3,29,1
112,0,1,3,44,1
14,2,1,3,10,0
15,2,1,3,9,0
16,2,1,3,6,0
16,2,1,3,9,0
16,2,1,3,10,0
17,2,1,3,9,0
17,2,1,3,10,0
19,2,1,3,6,0
19,2,1,3,12,0
19,2,1,3,12,0
21,2,1,3,7,0
21,2,1,3,15,0
21,2,1,3,15,0
21,2,1,3,21,0
22,2,1,3,3,0
22,2,1,3,3,0
22,2,1,3,11,0
24,2,1,3,19,0
24,2,1,3,21,0
24,2,1,3,24,0
25,2,1,3,5,0
26,2,1,3,11,0
26,2,1,3,15,0
26,2,1,3,22,0
28,2,1,3,10,0
29,2,1,3,26,0
30,2,1,3,13,0
30,2,1,3,16,0
30,2,1,3,23,0
30,2,1,3,26,0
31,2,1,3,6,0
31,2,1,3,9,0
31,2,1,3,13,0
31,2,1,3,13,0
31,2,1,3,14,0
31,2,1,3,27,0
32,2,1,3,8,0
32,2,1,3,11,0
32,2,1,3,19,0
32,2,1,3,32,0
33,2,1,3,33,0
34,2,1,3,11,0
34,2,1,3,14,0
34,2,1,3,17,0
34,2,1,3,19,0
35,2,1,3,11,0
35,2,1,3,20,0
37,2,1,3,30,0
39,2,1,3,12,0
40,2,1,3,23,0
40,2,1,3,40,0
41,2,1,3,3,0
41,2,1,3,8,0
41,2,1,3,18,0
41,2,1,3,19,0
41,2,1,3,28,0
41,2,1,3,32,0
42,2,1,3,10,0
42,2,1,3,16,0
42,2,1,3,25,0
43,2,1,3,13,0
43,2,1,3,43,0
44,2,1,3,10,0
44,2,1,3,23,0
44,2,1,3,28,0
44,2,1,3,32,0
45,2,1,3,22,0
45,2,1,3,25,0
45,2,1,3,27,0
46,2,1,3,25,0
46,2,1,3,26,0
47,2,1,3,6,0
47,2,1,3,26,0
48,2,1,3,18,0
49,2,1,3,36,0
50,2,1,3,23,0
50,2,1,3,23,0
50,2,1,3,28,0
50,2,1,3,36,0
54,2,1,3,37,0
56,2,1,3,56,0
58,2,1,3,38,0
61,2,1,3,20,0
61,2,1,3,22,0
61,2,1,3,61,0
64,2,1,3,28,0
64,2,1,3,64,0
65,2,1,3,65,0
67,2,1,3,6,0
71,2,1,3,22,0
80,2,1,3,42,0
100,2,1,3,31,0
18,5,1,3,8,0
27,5,1,3,5,0
33,5,1,3,9,0
34,5,1,3,21,0
43,5,1,3,36,0
44,5,1,3,13,0
45,5,1,3,45,0
48,5,1,3,20,0
48,5,1,3,22,0
48,5,1,3,40,0
61,5,1,3,19,0
129,5,1,3,14,1
140,5,1,3,40,1
28,8,1,3,4,0
87,8,1,3,23,0
38,10,1,3,10,0
17,15,1,3,8,0
37,0,2,3,24,0
38,0,2,3,7,0
38,0,2,3,11,0
44,0,2,3,28,0
45,0,2,3,18,0
46,0,2,3,8,0
46,0,2,3,8,0
47,0,2,3,0,0
50,0,2,3,30,0
51,0,2,3,35,0
51,0,2,3,44,0
51,0,2,3,51,0
54,0,2,3,32,0
54,0,2,3,44,0
57,0,2,3,37,0
61,0,2,3,61,0
67,0,2,3,37,0
74,0,2,3,70,0
77,0,2,3,65,0
87,0,2,3,10,0
97,0,2,3,61,0
112,0,2,3,28,1
36,2,2,3,23,0
37,2,2,3,5,0
37,2,2,3,37,0
38,2,2,3,2,0
39,2,2,3,6,0
40,2,2,3,11,0
41,2,2,3,22,0
43,2,2,3,20,0
44,2,2,3,9,0
44,2,2,3,19,0
47,2,2,3,24,0
47,2,2,3,45,0
48,2,2,3,27,0
50,2,2,3,26,0
51,2,2,3,24,0
51,2,2,3,34,0
53,2,2,3,53,0
54,2,2,3,26,0
54,2,2,3,28,0
61,2,2,3,30,0
67,2,2,3,6,0
67,2,2,3,32,0
67,2,2,3,38,0
67,2,2,3,48,0
77,2,2,3,12,0
77,2,2,3,55,0
80,2,2,3,10,0
80,2,2,3,25,0
97,2,2,3,33,0
100,2,2,3,16,0
101,2,2,3,33,1
108,2,2,3,52,1
182,2,2,3,56,1
44,5,2,3,31,0
64,5,2,3,17,0
104,5,2,3,27,1
41,8,2,3,27,0
39,0,3,3,3,0
43,0,3,3,10,0
43,0,3,3,29,0
44,0,3,3,31,0
48,0,3,3,4,0
48,0,3,3,40,0
56,0,3,3,56,0
87,0,3,3,69,0
38,2,3,3,10,0
38,2,3,3,21,0
39,2,3,3,7,0
40,2,3,3,10,0
42,2,3,3,36,0
43,2,3,3,16,0
44,2,3,3,15,0
46,2,3,3,5,0
47,2,3,3,40,0
48,2,3,3,25,0
50,2,3,3,8,0
51,2,3,3,47,0
55,2,3,3,55,0
58,2,3,3,13,0
90,2,3,3,37,0
146,2,3,3,82,1
151,2,3,3,58,1
50,8,3,3,31,0
108,8,3,3,26,1
42,42,3,3,15,0
38,2,5,3,9,0
61,2,5,3,17,0
62,2,5,3,62,0
15,0,0,5,6,0
15,0,0,5,9,0
16,0,0,5,6,0
16,0,0,5,7,0
17,0,0,5,9,0
17,0,0,5,10,0
20,0,0,5,11,0
20,0,0,5,20,0
21,0,0,5,10,0
22,0,0,5,9,0
22,0,0,5,14,0
23,0,0,5,19,0
24,0,0,5,16,0
24,0,0,5,23,0
24,0,0,5,24,0
26,0,0,5,15,0
31,0,0,5,10,0
31,0,0,5,12,0
34,0,0,5,27,0
41,0,0,5,12,0
41,0,0,5,15,0
49,0,0,5,8,0
50,0,0,5,41,0
13,2,0,5,7,0
14,2,0,5,5,0
14,2,0,5,6,0
14,2,0,5,8,0
14,2,0,5,11,0
14,2,0,5,11,0
15,2,0,5,6,0
15,2,0,5,9,0
16,2,0,5,2,0
16,2,0,5,6,0
16,2,0,5,9,0
16,2,0,5,13,0
16,2,0,5,15,0
18,2,0,5,2,0
19,2,0,5,6,0
19,2,0,5,6,0
19,2,0,5,12,0
19,2,0,5,12,0
19,2,0,5,14,0
20,2,0,5,7,0
20,2,0,5,9,0
20,2,0,5,9,0
21,2,0,5,7,0
24,2,0,5,12,0
24,2,0,5,20,0
25,2,0,5,6,0
25,2,0,5,14,0
26,2,0,5,14,0
27,2,0,5,18,0
27,2,0,5,23,0
28,2,0,5,15,0
30,2,0,5,23,0
30,2,0,5,27,0
31,2,0,5,20,0
35,2,0,5,22,0
37,2,0,5,10,0
41,2,0,5,11,0
19,5,0,5,4,0
42,5,0,5,19,0
17,0,1,5,3,0
18,0,1,5,12,0
19,0,1,5,6,0
19,0,1,5,10,0
19,0,1,5,15,0
19,0,1,5,16,0
19,0,1,5,17,0
19,0,1,5,18,0
21,0,1,5,12,0
21,0,1,5,19,0
21,0,1,5,21,0
22,0,1,5,16,0
22,0,1,5,16,0
23,0,1,5,16,0
24,0,1,5,3,0
24,0,1,5,7,0
24,0,1,5,12,0
24,0,1,5,12,0
25,0,1,5,5,0
25,0,1,5,16,0
25,0,1,5,18,0
25,0,1,5,18,0
26,0,1,5,15,0
27,0,1,5,7,0
27,0,1,5,13,0
27,0,1,5,15,0
28,0,1,5,17,0
28,0,1,5,28,0
29,0,1,5,6,0
29,0,1,5,18,0
29,0,1,5,22,0
29,0,1,5,29,0
30,0,1,5,13,0
31,0,1,5,13,0
31,0,1,5,17,0
31,0,1,5,19,0
31,0,1,5,20,0
31,0,1,5,27,0
31,0,1,5,31,0
32,0,1,5,10,0
32,0,1,5,15,0
32,0,1,5,19,0
33,0,1,5,2,0
33,0,1,5,7,0
33,0,1,5,22,0
33,0,1,5,27,0
33,0,1,5,33,0
34,0,1,5,16,0
34,0,1,5,20,0
34,0,1,5,25,0
35,0,1,5,24,0
35,0,1,5,28,0
35,0,1,5,34,0
35,0,1,5,35,0
35,0,1,5,35,0
36,0,1,5,2,0
36,0,1,5,19,0
36,0,1,5,27,0
37,0,1,5,9,0
39,0,1,5,20,0
39,0,1,5,20,0
40,0,1,5,9,0
41,0,1,5,11,0
41,0,1,5,24,0
41,0,1,5,33,0
42,0,1,5,3,0
42,0,1,5,16,0
42,0,1,5,21,0
42,0,1,5,23,0
42,0,1,5,42,0
43,0,1,5,43,0
44,0,1,5,15,0
44,0,1,5,19,0
44,0,1,5,32,0
44,0,1,5,39,0
45,0,1,5,15,0
45,0,1,5,17,0
45,0,1,5,21,0
45,0,1,5,33,0
48,0,1,5,48,0
49,0,1,5,9,0
49,0,1,5,19,0
49,0,1,5,37,0
49,0,1,5,49,0
50,0,1,5,19,0
51,0,1,5,26,0
58,0,1,5,23,0
61,0,1,5,39,0
61,0,1,5,39,0
64,0,1,5,19,0
74,0,1,5,49,0
77,0,1,5,62,0
12,2,1,5,6,0
14,2,1,5,2,0
16,2,1,5,6,0
16,2,1,5,8,0
16,2,1,5,9,0
17,2,1,5,6,0
17,2,1,5,6,0
17,2,1,5,10,0
17,2,1,5,16,0
18,2,1,5,3,0
18,2,1,5,4,0
18,2,1,5,4,0
18,2,1,5,5,0
18,2,1,5,9,0
18,2,1,5,12,0
18,2,1,5,16,0
18,2,1,5,17,0
19,2,1,5,6,0
19,2,1,5,8,0
19,2,1,5,10,0
19,2,1,5,10,0
19,2,1,5,10,0
19,2,1,5,12,0
19,2,1,5,14,0
19,2,1,5,14,0
19,2,1,5,17,0
19,2,1,5,18,0
20,2,1,5,1,0
20,2,1,5,5,0
20,2,1,5,5,0
20,2,1,5,7,0
20,2,1,5,17,0
21,2,1,5,10,0
21,2,1,5,11,0
21,2,1,5,11,0
21,2,1,5,16,0
21,2,1,5,19,0
22,2,1,5,16,0
22,2,1,5,19,0
23,2,1,5,13,0
24,2,1,5,10,0
24,2,1,5,14,0
24,2,1,5,24,0
25,2,1,5,6,0
25,2,1,5,15,0
25,2,1,5,18,0
25,2,1,5,22,0
26,2,1,5,9,0
26,2,1,5,9,0
26,2,1,5,15,0
26,2,1,5,16,0
26,2,1,5,20,0
27,2,1,5,3,0
27,2,1,5,10,0
27,2,1,5,12,0
27,2,1,5,14,0
27,2,1,5,17,0
27,2,1,5,18,0
27,2,1,5,21,0
27,2,1,5,25,0
28,2,1,5,4,0
28,2,1,5,4,0
28,2,1,5,5,0
28,2,1,5,22,0
29,2,1,5,9,0
29,2,1,5,12,0
29,2,1,5,15,0
29,2,1,5,21,0
29,2,1,5,28,0
29,2,1,5,28,0
30,2,1,5,19,0
30,2,1,5,30,0
31,2,1,5,9,0
31,2,1,5,9,0
31,2,1,5,22,0
31,2,1,5,26,0
32,2,1,5,7,0
32,2,1,5,14,0
32,2,1,5,29,0
33,2,1,5,15,0
34,2,1,5,14,0
34,2,1,5,17,0
34,2,1,5,17,0
34,2,1,5,20,0
34,2,1,5,22,0
34,2,1,5,30,0
35,2,1,5,9,0
35,2,1,5,27,0
35,2,1,5,29,0
36,2,1,5,2,0
36,2,1,5,6,0
36,2,1,5,14,0
36,2,1,5,17,0
36,2,1,5,26,0
36,2,1,5,29,0
37,2,1,5,31,0
37,2,1,5,32,0
38,2,1,5,4,0
38,2,1,5,14,0
38,2,1,5,31,0
39,2,1,5,13,0
39,2,1,5,16,0
39,2,1,5,16,0
40,2,1,5,7,0
40,2,1,5,10,0
40,2,1,5,10,0
40,2,1,5,15,0
40,2,1,5,27,0
40,2,1,5,29,0
41,2,1,5,14,0
41,2,1,5,15,0
41,2,1,5,18,0
41,2,1,5,22,0
41,2,1,5,35,0
42,2,1,5,8,0
42,2,1,5,17,0
43,2,1,5,6,0
43,2,1,5,10,0
43,2,1,5,26,0
43,2,1,5,27,0
43,2,1,5,33,0
44,2,1,5,5,0
44,2,1,5,13,0
44,2,1,5,14,0
44,2,1,5,19,0
44,2,1,5,24,0
44,2,1,5,31,0
45,2,1,5,15,0
45,2,1,5,25,0
45,2,1,5,28,0
45,2,1,5,32,0
46,2,1,5,20,0
47,2,1,5,35,0
48,2,1,5,19,0
48,2,1,5,22,0
48,2,1,5,28,0
50,2,1,5,10,0
50,2,1,5,27,0
50,2,1,5,32,0
51,2,1,5,51,0
61,2,1,5,39,0
64,2,1,5,24,0
64,2,1,5,26,0
67,2,1,5,6,0
80,2,1,5,35,0
16,5,1,5,8,0
26,5,1,5,26,0
27,5,1,5,9,0
28,5,1,5,14,0
31,5,1,5,12,0
34,5,1,5,27,0
35,5,1,5,17,0
37,5,1,5,12,0
38,5,1,5,27,0
39,5,1,5,11,0
39,5,1,5,24,0
41,5,1,5,23,0
44,5,1,5,0,0
44,5,1,5,9,0
44,5,1,5,23,0
44,5,1,5,44,0
45,5,1,5,17,0
45,5,1,5,45,0
15,8,1,5,15,0
16,8,1,5,7,0
28,8,1,5,13,0
39,8,1,5,6,0
42,8,1,5,26,0
43,8,1,5,21,0
45,8,1,5,21,0
29,10,1,5,25,0
31,10,1,5,24,0
15,12,1,5,6,0
25,0,2,5,25,0
34,0,2,5,31,0
35,0,2,5,9,0
36,0,2,5,15,0
38,0,2,5,18,0
40,0,2,5,7,0
40,0,2,5,31,0
41,0,2,5,41,0
42,0,2,5,31,0
42,0,2,5,40,0
43,0,2,5,27,0
45,0,2,5,21,0
45,0,2,5,34,0
47,0,2,5,25,0
48,0,2,5,42,0
50,0,2,5,15,0
54,0,2,5,51,0
56,0,2,5,56,0
58,0,2,5,28,0
64,0,2,5,64,0
74,0,2,5,41,0
74,0,2,5,53,0
74,0,2,5,59,0
77,0,2,5,28,0
79,0,2,5,58,0
80,0,2,5,61,0
87,0,2,5,44,0
90,0,2,5,59,0
93,0,2,5,24,0
100,0,2,5,30,0
112,0,2,5,73,1
28,2,2,5,28,0
30,2,2,5,25,0
34,2,2,5,20,0
36,2,2,5,22,0
36,2,2,5,22,0
36,2,2,5,24,0
37,2,2,5,19,0
38,2,2,5,19,0
39,2,2,5,15,0
39,2,2,5,20,0
39,2,2,5,28,0
42,2,2,5,12,0
42,2,2,5,29,0
43,2,2,5,41,0
44,2,2,5,26,0
44,2,2,5,33,0
44,2,2,5,34,0
45,2,2,5,32,0
45,2,2,5,45,0
47,2,2,5,40,0
48,2,2,5,14,0
48,2,2,5,47,0
49,2,2,5,32,0
49,2,2,5,42,0
50,2,2,5,10,0
51,2,2,5,41,0
54,2,2,5,44,0
55,2,2,5,55,0
61,2,2,5,44,0
64,2,2,5,40,0
64,2,2,5,47,0
71,2,2,5,66,0
77,2,2,5,65,0
80,2,2,5,31,0
80,2,2,5,42,0
84,2,2,5,34,0
90,2,2,5,36,0
102,2,2,5,23,1
112,2,2,5,43,1
32,5,2,5,19,0
40,5,2,5,22,0
43,5,2,5,42,0
47,5,2,5,25,0
51,5,2,5,41,0
52,5,2,5,52,0
54,5,2,5,49,0
58,5,2,5,29,0
71,5,2,5,48,0
87,5,2,5,34,0
126,5,2,5,39,1
140,5,2,5,39,1
42,8,2,5,40,0
48,8,2,5,36,0
64,8,2,5,46,0
24,10,2,5,19,0
44,0,3,5,10,0
44,0,3,5,40,0
54,0,3,5,41,0
58,0,3,5,40,0
70,0,3,5,17,0
73,0,3,5,73,0
79,0,3,5,63,0
80,0,3,5,48,0
108,0,3,5,17,1
31,2,3,5,9,0
32,2,3,5,30,0
37,2,3,5,24,0
44,2,3,5,10,0
44,2,3,5,29,0
44,2,3,5,32,0
44,2,3,5,34,0
45,2,3,5,32,0
46,2,3,5,34,0
64,2,3,5,61,0
90,2,3,5,62,0
42,5,3,5,28,0
44,5,3,5,41,0
46,5,3,5,46,0
61,8,3,5,59,0
59,10,3,5,59,0
32,0,5,5,14,0
29,2,5,5,12,0
59,2,5,5,59,0
61,2,6,5,26,0
13,0,0,7,5,0
16,0,0,7,8,0
17,0,0,7,6,0
19,0,0,7,5,0
19,0,0,7,10,0
19,0,0,7,16,0
21,0,0,7,13,0
22,0,0,7,4,0
22,0,0,7,13,0
22,0,0,7,16,0
22,0,0,7,16,0
25,0,0,7,7,0
27,0,0,7,13,0
29,0,0,7,13,0
29,0,0,7,17,0
30,0,0,7,21,0
31,0,0,7,24,0
32,0,0,7,29,0
19,2,0,7,5,0
20,2,0,7,6,0
20,2,0,7,12,0
23,2,0,7,14,0
25,2,0,7,7,0
25,2,0,7,10,0
26,2,0,7,6,0
26,2,0,7,9,0
26,2,0,7,19,0
27,2,0,7,16,0
